License_number,Car_Year_of_Manufacture,Model_Code,Other_Car_Details,Current_Mileage,Engine_Size,Customer_Id
43525,505204757,-1762252737,M3C6M9ZHPX905DW,31,1954032734,455
43675,978719290,-1218641827,7U,42,-3950989,620
43758,-245529907,-98875971,QJNQ3,45,1216099007,728
43780,,1056883137,WWMZKNU85D6IB1MZT,20,1340360911,635
43841,282884600,-1012204433,H5MK,45,1611497106,615
43872,471940137,1527109593,ORPNRXTSVA1X6,65,-109722309,913
44017,205401711,2073757248,NB,56,185578452,603
44456,-925397765,494579525,Z0OVHPRJWB5XMEDTD,20,1316241084,271
44471,722052727,-512324757,139RBK42CQJNADFIJR,57,851453101,374
44525,-1409215401,-60509232,J8V3R6T8ZXL6G,29,-1017852019,522
44830,-570647350,-1409307150,Z5H1RP7J5W36M87,42,1367105484,487
44999,-859557267,670832819,SOJ3CLO,41,-1336049027,739
45077,-1510405371,-1665993934,XBW5Q6B,21,1437255961,759
45201,1238032733,519907744,G4,23,-5590415,624
45297,295773874,1396203772,DU2XHLCP,26,-1964812584,86
45321,580058713,-902338091,8VHFVXEXC0,26,-1966813977,413
45429,254507121,-339945076,A1UT4070,53,-1649898189,834
45611,155584770,1218536050,B90R2YHJIEP19L,27,-912793723,206
45650,-652989856,477380884,EGYU81X8,32,-2119396241,119
45727,-2098383486,-1553301208,LOHPIA21IGBNQ29,21,666573501,983
46099,-884373796,973397583,JEHUHAOBG3M2B1TX11,49,-960724024,76
46124,-1984478512,-1726003645,,55,111454657,879
46250,1475617702,-2044620353,Q13RY7T33,30,-2129028429,185
46385,394859388,195421063,K,30,1991731038,586
46754,-31880960,-154694267,ILKDX0T7YN4XJ,18,-1708821507,622
46761,627304767,-984620779,TJ504G,38,634680166,540
46770,-325793788,-617741074,JA4S51X6Q,54,-608674042,490
46861,-881048671,-196521611,WEJ30I9VOUNY40K23FP,21,165054090,453
47040,1229750548,-998602219,,61,-1556429298,912
47041,-175554193,-442565843,6AZTD8XGTI,55,-1906951166,998
47108,-1054123660,-1092540880,3S9SY8H,53,-1019614727,777
47209,-284609322,-1420296576,PJX4G8,55,147159042,203
47210,-271822967,-515493231,,40,1426207635,561
47259,505621164,358908688,0WYBCJ,62,801243368,906
47320,585935947,-1745910727,ZNFBFZJTUGJ0CT,63,900188854,570
47559,-118268820,-315287279,6RYQN,21,1077140837,462
47567,1983700320,-1313982282,HMEYMBGTG7C,58,1548368548,231
47742,334828483,-953782698,,65,853143230,544
47794,-358230912,-1029783268,HOUZUG8KU94S9ME98VE,61,-244970153,216
47861,1784034106,-314328476,Y,53,1657534700,747
47871,-157204526,-2066235814,NONQ4ZYUJ,58,1433190380,180
47874,-955264430,-250777840,5RCAN6B0,22,-1535258407,323
47907,-1499409156,747470280,5367ERABZQ89IUZJ317,29,1185889747,726
47953,644891257,272637674,0AF6LXGTVP5N1,42,-1182247899,308
48018,884385203,-1589912435,NFPG2UTR9B4J,32,467690715,575
48103,951309978,811620946,B0M4XWCB,40,806157031,955
48115,13999721,1557613440,,31,-1304587196,976
48175,-718766454,-677225952,XLS,21,215714227,625
48606,-13521054,1199285415,9AI9SXZFB1I8OS,36,-2038989349,424
48787,-2011086766,-1776766413,9N5PD7SG0JGN7QVPS,30,1459601135,270
48944,1831283938,-2131030487,V,56,-1717300044,6
48956,1691451706,338377199,OG,38,1864290873,401
49100,-931490581,-152671505,VSNBYMCL2XAWZIDL4W6S,57,382139058,692
49307,2092079480,259878499,LD9Z4LIAO,44,1645889910,4
49422,-1708760654,487678761,AOGGDDK8L32XMSBHJB4Y,21,-1741219623,828
49455,-237457134,-128647951,VDE8D22I,34,640841045,233
49526,-502331019,-2141535381,XXB7L,20,-786295536,508
49531,953631448,-1863135650,NPSGXRTXP196FI,20,-1223596681,931
49618,-240027356,254583569,,41,-652111918,277
49757,1033985494,466539363,Q4,55,1431730626,723
49867,-880867467,-1748914385,KYR7,22,-240309841,924
50047,-638541168,458680324,,58,-352758980,512
50096,2005970148,922225290,JJQYQ3XXXMEFS6YV,56,-713306106,51
50220,-1461996541,-1343589074,TYGYNL1N69B1HDAP4,43,-163433443,54
50342,776247684,-1772289865,,41,-1762435407,109
50474,-911846625,-621362722,,63,162249423,509
50477,-1646712646,-1980406620,Z,30,2072304387,261
50526,-1252470171,890674275,ZP4SFSAR2VQ2AI,49,1568811995,748
50635,-82124069,1865206435,Z6F6AHDMRQI4GU,51,857853296,698
50881,-116900847,422261357,0BY7E,44,48134648,643
50885,1954355215,-1474952289,X2QSN,25,-1225451197,554
50899,1347448291,-1262218316,TUF3KGEN4X11KGH,47,1931227510,717
50959,316687720,-2044750466,O,39,-1438936587,502
50961,1908907252,-2013396173,ROMHR1MVL5DABYQ0991P,33,-1816289274,859
50991,783117425,-1876909526,,18,1435100084,539
51008,194864297,-383067499,V90GFC860I1L,38,834222709,50
51083,-1369057838,-1969992837,MJM8OA18OO7DSHS67ZX,32,-1490266291,977
51259,-1677425778,629222761,7KQON4CRXB4,42,1415317344,916
51292,-626684305,-569312954,DDT7AY7J,24,-1615574702,849
51481,-887327892,-1447012616,RU7JRVMOJQ,49,182834782,573
51518,377338739,953467141,MEB7XVEPKBPLIMX0,53,-569970724,1
51648,956135436,823686878,32X84GF2KXH3EB,28,-1645124359,613
51722,-14069363,2091147729,LBR5R3FN6,50,1554245576,914
51752,993442691,918477833,ODOCX5S8NZTFYS66T9IM,24,1624601063,513
51789,145155319,-348566232,F10WIB3FEPJ1CT,43,-871236279,477
51803,1729395671,-87280063,FGJUNBD87XT7J,57,1922505432,883
51815,594844537,-1489898197,8O0YJS,31,-2034135819,592
51842,-1366766488,-1899216662,P93,31,380263531,674
51942,-683048002,406430805,VM5S3HZXY91444K4,45,-1752819087,641
51992,1420252274,-1980406620,8FTRS5,50,-198823333,406
52057,991268885,806224067,9J5RTSMBGLY,26,1402385197,28
52114,876824601,830061905,,57,-80244956,101
52375,1330417763,701563216,GW9,28,-709591382,710
52447,918906783,1234646246,WOA,56,-412579288,45
52749,-732348383,-1460786917,NX,64,-1705224303,768
52859,131226497,-2017964599,X0M8,42,-972094045,385
53005,-1023132564,577404143,9MQNX,18,-524487810,650
53036,-1233282831,1065486828,J18F69YAEMQ,53,1520082646,884
53249,-1529105807,306522953,R3MS,51,-672452288,153
53399,857565730,1262075923,I9T213A3YHHM0LZ61F,45,-1177405983,319
53420,-1873337751,-2063112021,JMHC8L6YILIJHAN1DG5,48,268738961,182
53528,-1500066770,-2023945815,802ENX2518PP3SP9FO,33,1010591583,210
53644,1696711782,-107741794,F3Z4,53,,71
53710,-1041751840,-177013714,77NCPGI7S9XR4FQ,38,786741413,893
53741,1657621733,-1907020057,F,65,-552932693,980
53906,1527787431,-1012204433,IKZ2Y8GF,33,11463371,734
54061,-1950367634,-1474952289,WX122FA0L,21,1391974572,754
54197,663713541,457779667,2GOS1RPS6,58,242576850,137
54222,-1723990932,43505401,A,38,-1797152645,464
54413,1156728676,1026847063,ZVZGLQF51,63,134615521,758
54598,-1594531670,1261217209,NTMZZ394E4YJXMLI0,60,-1790726565,995
54724,-535108054,759237190,6OM1R2JUEQQ6G,28,-1087510768,19
54940,-1719275154,-1206235933,THAFZGEFR,53,-940185318,791
55008,-164779441,-1507240143,CIW0WPE,34,-1500248461,602
55105,2069514329,-1222670844,VC1HUBOXIE,60,1771583784,69
55125,1427728410,97957043,ZJ587IZZ6CH0V0S6IL,59,1449402284,548
55206,-1170960743,989751390,FPCFGD1BXQXG,23,1106401082,252
55466,427015391,450513076,K4H87G9FHK8Q3V9VG0,42,-398737903,672
55538,-1631681747,-1715069682,,46,-479406529,987
55547,-795797424,1995437875,RT7FM6SAZOSNKJTF,54,-1497068316,836
55693,1211570956,1650724879,9GOF,64,187888952,202
55711,-580203070,-677531767,OZYHW1PJFTRX50Z,24,-1229967432,208
55782,906843257,-1343589074,4XK6C014W0N8J9GF,41,-173845774,247
56013,-1413690236,-492530450,Q4YBDAO8I28N0AX,45,-902980526,543
56098,-1691647778,1080886143,EG0JB9VT0J51J8O,57,41576001,417
56156,-1400317219,-686369778,9MKI5WQE15IROD,48,128616831,660
56180,-1105845163,166147793,1YQ1Y4SA,36,-1714742320,648
56280,-1573221071,-1682354033,7O51LYE9FZ35ON8,38,-1061767501,944
56430,-1495062550,124798784,7V3,26,1756638865,761
56546,84458679,389104744,80,21,-1254566958,375
57162,1399551489,-894273426,R4X,65,880307493,970
57192,1608259967,-1373693579,IZ3NBU1C3,50,1827134782,31
57246,-681448979,1576186454,KGWFCU,54,-276084217,926
57317,1103052599,559245338,IEAS7JF4R6G1NYIB,31,1944915267,13
57415,883282527,-2062623107,U209L1EC68J7XT7K4C,44,421246235,661
57453,-306199130,93518945,XLHQIRFJOLZ7Z712A,33,798436881,964
57548,-1056528597,-1887211047,4ZLS5C89XT1TZ6XP0BWH,51,79250626,485
57850,1009168836,-990070860,BF833F1572JBR3K,59,-614206002,655
57864,-69913892,171525431,TU,45,1340895816,82
57945,140908702,293227144,2N2GQDMB6S,49,211067563,651
58315,162801857,-1672805405,2A82N8VEKBC06VPZBYEX,41,1243534683,147
58393,1677916054,-739367772,T52MJ5Z2DFJ,49,-1098275695,479
58458,-863969711,-1203708847,MZFM4OFUPN1I6H,49,-952011522,118
58614,-1743979173,-512324757,FANE843DQI,51,,939
58659,1548209277,-303439570,O,52,-1883603453,305
58667,1511456724,313886389,QGO60BEOFECOCB87,48,-1833324101,370
58841,324575342,-337869704,ROZ,27,54844244,920
58937,-197343418,647939231,V7VW1JVM1GR,18,1733356456,495
58994,-177349740,1148856217,8JXPIRF9EQCIWK0822XG,37,1620339346,922
59051,-1720327413,-339945076,MXC7XVD56F7ZRGTSM,62,326958347,946
59075,-985460261,-827548648,EY,36,711764592,217
59202,-1602036509,196672130,QBY6N969D0W5PJ,23,572114631,29
59219,-701413157,-1873166639,ERUQ8BKKFZN275ILDN,20,-2058068518,268
59285,2113817642,763239981,DG6QRUOG,42,-1785970542,346
59584,1921246553,1730512804,Q8,61,1041140574,344
59624,-742066976,249274839,XGFW0PMXX4IYQMKCO,31,-406593006,687
59692,700903983,-967933532,,26,,124
59721,320994416,1452999920,TAKDMDA9PR828T9BJ,23,-826495772,122
59759,1272232581,-148921219,X6AR5457FARUQFZMV40B,19,67622793,14
59939,152198434,-61878295,V0CDR6OHJX49ADBWL9GO,23,1298838864,135
59960,334940283,422261357,YTNUZABMRM6Y,36,-1828546722,558
60065,718084507,64206552,FP2O,38,2099484350,581
60081,1683308119,-126958967,3PFP1RQ,29,739802583,909
60211,-146656991,1596648855,S3SYJLVRHW4,21,-167522052,55
60240,511752428,1443199043,5ESGSZ7,31,1256074968,22
60446,2086411815,-1774255582,HZVSN7B8M,46,813886646,248
60518,1105752841,-2073260266,YUEAL5,52,-281021486,241
60564,370941400,1957662855,LQX0C1,24,30943665,126
60724,-630930611,-1461950602,BYZ0W3YBOJB9I9U6VXS,47,-207444922,530
60772,2080257260,-453019707,514HK6UKVA,32,-2117143830,795
60806,34883571,2118850615,,51,-398477857,169
60887,-1303756779,-1743413126,,34,2099965233,318
60945,-657783729,-1123164333,SB396WLVGMW30O,28,2101755065,373
60960,-2115701012,-1662487859,87RZ7OLI,63,1663956909,316
61055,1174350208,64206552,2O2WHHWC3I3WE,46,1008344888,92
61058,2110840916,1272491072,GXXICS7RP5W9EIX,28,1532450913,262
61109,-1426991479,34335754,GVHY9MTD6VY0NIKT9W,44,1196631720,585
61383,1528968177,-343964742,FZ7G,55,-121567129,696
61402,1665659588,-1997811081,,32,-1321739502,493
61543,2032305897,-917692518,IOTPD3NOMFXWMFCC,45,553387431,91
61654,-78790649,-1132210834,ZXW5T5XJW30,56,-635772672,484
61688,910445565,1124191194,5ES,35,1543657578,89
61806,835297143,-1507627341,3FAWL56,57,1558261305,177
61920,847429179,-424294329,DW9Z,30,-757745621,679
62192,-961091767,-2034375250,RTJ9N4VPKLZQX08SEE,60,-692692235,24
62294,-412404498,-135693738,FIJONV2K2C42H6,31,-117227135,938
62342,238899569,-1026302991,D30Q3I2DV6RRUABW84,34,-1371257236,293
62359,,811620946,54TWA6218F0QFHB,56,-1889495645,457
62372,1561819845,454233008,7D82,49,1514881882,742
62537,1760158269,-486517419,1QYFZ1LME,32,979453735,614
62538,-1479721575,-370306578,HL1OSJLR5QJB,39,1470680212,736
62544,-1909155496,1082524479,1XQNJ9RA01V,35,415314120,364
62555,-1455493291,176527898,P1UNRTZMQ7PU,55,-1952935826,844
62575,348617566,-307973459,MAUPGS,64,1833644282,764
62644,1620398271,318954076,L7PDO0ZLS24SR70D,25,51801737,826
62823,-1751386254,-1228852575,YZ27DN4,26,-746200265,359
62843,553138883,-1829827341,QOCBSZIBE9XS2P6A,45,691409837,432
62845,1474570617,-1655694426,FVKH69V,18,-1876725613,212
62930,-66064525,1826549945,EU8GXH,23,167400767,141
62979,-1305981193,-1192786967,TNZPRHIPB,62,663813869,176
63009,-1738905369,-2052161267,JBMWIIC4,34,822288887,895
63028,1018216257,-690768950,3NV38,61,-1023683271,985
63064,1591578798,1357406919,EE2VUC2HFCU,40,-2046465186,56
63126,511141593,246808676,H,55,-1256163455,289
63187,934094904,-1567052588,KWUROW373FX4QX01R,21,597281478,360
63264,-305013780,1380532307,1QBF0Q47RGC,57,-1484618220,630
63298,880004990,-1493947004,DUS67PHJW4DZ6L99BK8,19,-1348872571,163
63361,1786968229,195421063,ZV3M9F04DRTAZ,48,,720
63412,935933089,1197904686,0NU4H,23,1769574598,481
63504,-745671921,-1277693460,84SRLKJIES,58,1824591530,429
63515,1613846865,-1831197655,0I4VEXTDWUUN,49,981455636,161
63621,-413998177,-736953155,ODRQPKFPROOLVJ,61,822169828,409
64185,987909286,-353475366,H4I4WWB2,49,227731127,607
64201,-1642242301,1065486828,JPBVJL,26,-154816127,890
64226,1464504799,-1400702332,15JR7,26,1123731602,371
64238,1439724074,1233597630,NNXS5ERSQRA,58,713115127,819
64377,100587764,-476126883,DW1TVZRH678A,52,-428737718,339
64408,-1786985864,1894350706,WZJITWRTQYES1E9,34,-2067927424,583
64543,-98465336,-1293375205,N6O3AIA5I9TSY,20,-352749188,941
64632,1168383603,-1772289865,E8HRSWOB4PC0HN,44,1639295162,376
64815,50720005,1172759407,XZXY0B5R8EDPMCRY,47,1217000793,194
65246,1602333398,-989179590,MNL07I18Z9YWQ,20,-415140102,786
65350,291677818,-693619913,,42,-1385418474,425
65404,591567628,-1892292419,6E7548EDZ07N27OQ2V,41,1744568004,123
65487,1522957810,229929352,G0XOB7T739U1O9L,27,-701776883,336
65566,-2118367774,118405579,1JB0MPC9MTM1S,54,-1593862794,788
65923,2052001338,-1460786917,,22,-1241086365,66
65996,-1052482063,708105368,1QS,62,-1200587266,974
66029,386273515,-478637779,Q2SHXN6CY8,20,1940184721,128
66110,1395750601,-690768950,5,55,1497337562,547
66276,211185608,-1690545225,PYVL6,51,-1873689557,608
66297,-919906707,-1085824578,NTPR6,18,,393
66343,-213756525,-520288642,WKMVB5KG,21,165741405,418
66507,80476291,-1956944697,7,23,1808720560,77
66754,-352722661,440280050,BDP97ZAV8W56,20,-107781542,962
66765,679625836,719190852,NH4T2ZC,40,-1684807141,809
66818,-1286211783,-1641548234,UN,35,1780713103,399
66904,-2143807739,-2053318733,O8YIGMI0Z5RCV,38,-136372906,143
67005,262585509,-1864151430,8IP8,20,-1705567135,967
67025,881747344,-745837834,3,37,210752640,994
67059,-1257027612,-405372947,3XS3T5GN,65,-537565603,475
67126,-2086837702,-1203708847,UCIKJG,63,443629688,864
67177,1987498032,57901091,0XHIQPM2,22,-211269874,469
67232,44163052,447326918,I1V2FZEP2AGI,57,958194259,112
67288,1425360402,-136220114,NIAU1MQBPCO69A,19,1077514932,894
67300,-1479021301,-1989293757,AODEQG2VTX,64,1954422328,649
67306,499520910,-1507240143,4C62BD40J76PP,56,2069585448,662
67309,980967610,-1622881476,WNI9RZMTW5GI,29,1567013122,142
67454,-1579549242,1714756396,I7DPIZWR1I7H7N9QQT4N,51,1249366127,362
67516,-1705132176,730197458,YLGLDZGCK9Q5QE,47,-451027406,874
67569,151343647,1353003138,S2ZXJDRGHS,60,-1629536876,326
67806,-2081155061,-1006560831,PHQ0S5QWA5,54,-347089245,451
67830,-756725973,383528179,DBGQKQ0P,47,2063485820,652
68054,-1221806014,-1965392599,QF9HB7D1MRW8,45,694683829,957
68120,-1737336051,897618488,IJ1CI,50,-1560849957,763
68208,699881588,-1690545225,789QJJT7Q5D9F27EIFR,41,,958
68324,1897058907,-188905830,AOX1MFT3UVRXVGBVJF,35,-589769636,626
68466,695701397,483483978,,44,1228624581,52
68490,1099373171,-1092540880,7Q0OOADI8FHHJI,19,-1138965926,553
68541,1341638591,-38103598,8GROYOWJ5IT9IFJGMATI,52,-807371596,618
68548,-1105350261,785169892,4MWNCOFJ39SJ3UUCT48,25,890573330,749
68568,1350157094,914540406,A7SCTFU1J1MLVG,57,363879825,41
68572,-1617834179,-1492355652,M,21,1701363280,673
68598,56587319,-1818786686,NN30VTAVLRD,18,-2108894393,840
68892,-2140497789,1660693081,T00B,65,1838525615,709
68940,152368499,-1474964371,P2WAITTBCC,37,-1817732490,287
68993,-691245392,-1665993934,BFDQO4UIK6N053,61,-1780806978,306
69050,-1122420472,937637451,BJ1RRAV0KBMM41D3FDXL,58,-15065893,419
69061,775560729,701563216,L,18,117882876,803
69179,551071582,-1433236024,35M53Q2D2HQX7G,49,-377922475,536
69460,-863748191,132507245,SUYI9B6MM,43,1273720556,896
69853,-1342808264,1234097800,9DHWZRF8,62,831760541,88
69868,-996292557,890674275,XIT,20,-1060246974,125
69892,328655635,-1829290904,6,41,1124256771,377
69925,872701503,1333371155,FC2CHA3NRZHY3HPE,27,1347943255,434
70162,1253339544,923457525,342EI8RNWO,41,-56187424,73
70252,-2108582241,176527898,SD2,62,227935219,285
70449,1015319374,132507245,RO9RJN8A,57,-1854946000,378
70456,850377595,-1338870144,7UYEKJ51Z,45,-1501854136,234
70461,-806993153,1900954655,UF8ZPZ,26,-1283849800,713
70531,-367728267,-1191579992,EXRWIEVRAR7PCRWP,55,1760172705,320
70888,-406642680,-1889997057,Q8WVQ,36,-63483192,332
70955,1780653868,-2116067716,,23,1742180861,785
70963,1634393754,-1726630711,L1GG,62,-1902539222,617
70964,1779284285,-1636474048,LVI0BXQRW,32,1220469877,78
71041,-1311298376,619162226,WNG,59,-2072575477,887
71142,95036250,13772118,Y3S8O094K1,23,-986082691,466
71256,,502691105,3VY9PJG9N,28,-407275187,694
71294,-283232921,1180136418,YEEHYYXP3FQAFMRM,38,131861112,302
71404,-628985510,-1687051608,YGZRQ,31,-1016035880,853
71428,,246808676,YXD,21,-1959709404,621
71633,-450544197,303272669,DQ9,19,1465328512,511
71697,-161540721,918883865,5IRKGXHFG6OM9BW2M6,53,-358998963,820
71708,63291469,-954460727,06XC9KJR8RE3UJ,40,1141912602,95
71859,1192388034,753598494,YY84JBGCJ1L6,38,1232108488,634
71925,-877981138,-1225624337,TDWO6WBQ,48,-2142438504,61
72060,1802452515,-1910087065,FLTN0R5P6G4FV,47,-2077879231,521
72145,944778748,568416147,6Q,45,1710898681,288
72147,-637729402,-1787215752,,23,-1409339720,702
72356,-912744116,-540178615,LW4F48ZHEX27KGM,60,-239709774,857
72362,790547406,293227144,4ZKPTNJ39,31,-825090634,712
72368,-435030302,1361914306,8VMN0Z61WT,58,2086448358,68
72396,-845600401,-454648419,S,58,-1483031332,612
72514,-88119586,602485149,7P1UWS4SWR4YRKSFY,60,1071673390,498
72553,-287244071,-811151141,CT,55,-581011522,669
72658,1931986065,-1726003645,81B,43,-261679370,584
72789,743049766,-961077078,QAK,59,-766144209,352
72866,767756253,-745837834,3Q,58,-355303736,891
72879,-1804947695,-1403846002,L4BB7OTMY4L3O,41,238508927,740
72906,456096191,606933801,30T2KVDYP1ATFQG,38,894202921,35
72921,773238641,639243444,5N6YKE9,47,-47838141,72
72952,-2080630249,1650455522,BW38JVU098I7GCT,45,1716112102,63
73020,1257960535,-2082825764,I25DBOL0MILO8JMTHPK,64,-1333669996,878
73067,-1389131569,-1868203927,A,42,429455253,805
73148,1568612919,1736758468,20OVM94L3SA9PRUVW,49,-1077886847,721
73159,-674552992,887876118,G5PYFUGKS1S2CV,35,-1979382341,518
73322,-1029959678,504660565,06T1C0OAF2,19,987512492,520
73338,1412305858,-1528962950,KMRRCY0,37,1548567949,312
73354,-419663674,1462948304,LACOVVCU4RDGT0HGB,40,-996382633,796
73457,-1607117843,-1216853595,C,29,889016521,97
73497,-1275569225,-6804992,Y2PX0E7SEPNUO3JNJ1XM,37,400012365,131
73683,458812098,1318326482,V3F096045D6J,64,1330358598,771
73808,929086524,-106874188,14L68NRQICF48UBLY,25,-212057180,173
73843,-939503973,-2079414588,IPEZJVYY6H,56,-1593433574,311
73850,184760249,1524792163,NN,32,1795765828,259
74087,1182017995,1797712003,C1MWQRHRHP7VQIZ,51,865156848,105
74381,-1928240019,-478535023,EMS437CRSBOZ9,32,925953518,181
74502,1725317494,-1469199688,XK673QTQ,,1827162498,718
75062,-1800095706,-1239454682,TLT2Z,26,1915154246,961
75132,-1015907732,-1276467143,7BV6ZUMIMDCU7MN6PZ,49,-2078626096,5
75213,-2077532475,1863092646,HIHG0PV,25,965480235,656
75333,700587821,-991039513,IX7,58,1236060535,610
75338,1484447913,876158798,M,60,770916031,309
75411,-883388357,-1370269335,86KII0R966B5,46,2119607692,358
75448,-367778103,-762615476,A64XG,21,1697624888,483
75700,1582294642,-1103867168,TFOLFHWYUYBUWDK9YVST,35,-1655678230,551
75798,2045102224,1967678517,5CU3BU2,36,-627712827,549
75822,1298426061,-1997811081,ZFZ,43,-637518867,582
75897,1128209484,-1469199688,B3U1Q71IHQ,55,-203194722,255
75924,294962788,747470280,U8OK,55,1133286080,168
75959,1872716570,1987158364,G5ZT,22,1442346129,192
76166,-1918795710,1422264196,LVVTEV,52,1371140157,156
76177,-1981945796,-1666509446,NU8E7BGLTQF,60,-762091919,681
76456,287324857,-1615143329,604DE6ZUQ3NODMY8E,25,683678903,415
76547,1666194225,-473755695,W7RBE9K,48,526937740,645
76618,-1408716009,-115611197,8RS,18,1974038506,507
76650,-97552330,-109347202,QJVL8GAVK,61,-963666311,381
76836,-357929132,374441892,U,39,-1780930452,779
76928,-974495336,-508132991,LL0Y,18,-2059439384,279
77141,2132498828,765730696,B7920H87ZUXLH3V,48,417699113,638
77143,844445488,1855858748,P,26,-2095138082,463
77145,1659789399,1542587814,ICG,44,449918177,904
77394,-1545228656,-2063112021,O4LQ4HTY,53,-2021161061,545
77434,1100718995,631729660,2IPC4037DYXXNLECB9,50,-1182866924,267
77566,2134775698,-1035732740,,38,1158472920,307
77577,938066436,-467337647,BTO4FRHQR3436Y,35,-191868219,708
77730,846222987,-821463756,B4LVKPYN,60,-743288522,923
77768,-793480635,1752191691,YC87ZTMMZBGMHYUAN,,-2077901039,851
77822,-1511146816,-163059523,K51JM96,25,329526164,752
77993,1014555210,-1756433643,G,48,-975225597,993
78384,-685377036,1764370506,FJJQ1SJ9UEV,47,533472627,294
78391,-5959757,421112892,VAQFOBDMR2MI1HOF3AG,19,1447380493,342
78438,,-1375621876,8PUP5YB8DWGVFVVJXV7W,65,1906213803,98
78448,624166344,-1830711424,E5EUARYDL4D1P93TMI,,1969953261,601
78650,245916324,-1969992837,JW9HMZC6DGV,58,1234362587,313
78709,-475340824,1989477045,GLPV,39,1534428420,550
78864,-763561144,-492530450,5L6Z,56,-1998565521,
78918,147404835,-934468183,P3MEMUGE,21,-1288754070,11
79204,1061733061,897618488,8J3BU1NBODYC,44,561755939,228
79222,135709067,894296861,E15FVEZP7E,34,659337998,770
79228,1688045463,1393584674,584B,65,1877909986,395
79259,-1815748780,-1507627341,9R7IDQYR74G0,36,1827823531,497
79399,-1182699337,1596648855,A6X2UM3IL88MI,20,66970493,940
79463,-1557880403,-1687051608,M5FVACNCER8N4YJH41IP,,940240311,636
79475,-634403045,12719837,CS4L4TSRQV4X45JR,41,1301346992,186
79707,-413989471,-1023720367,CHZ,46,1232062810,591
79722,1933179805,-595827216,X7ON32,19,-197694791,657
79740,-608099498,-152671505,6ZTHVWJM40AM2,41,-2059841482,12
79741,2001534263,-47736146,1,53,-376458157,927
79767,1252108495,-921597837,57DGYQB0O6OGW5EDO,60,-1885798476,533
79789,-799507633,-1404509043,ONA4Y3N,54,1184654232,865
79926,-456922906,-486308181,B9,54,1727108777,470
79932,772209716,-2073260266,8EWDTKQGSAG,56,-1363158526,505
80060,1623761044,1756988675,R,63,-1704825216,654
80210,-313331876,542526760,09EN6PNFUETXI17DN,47,1921103964,102
80369,-313796984,-1847738294,BRYWSAVUZY5AN3,26,1555521483,684
80407,-1153982856,1007170918,Y401DK8YK3OSDU,23,1360422700,57
80438,-497054170,-1023720367,UIXPWYZME52ZRGIWNIML,50,-1019510964,232
80447,458736966,862355006,MAY68T26KY8,56,-1742811567,25
80725,2082193663,-1041276496,M66URT,52,-374304419,504
80803,-1531556165,-1907020057,,51,-306121650,100
80809,764880926,2035578577,RYGZ2,34,-427479960,199
80936,-974353033,1203423171,QG,57,-687668110,801
80964,1129116481,1244807689,EMVNGZV,25,-1046499966,627
81004,-3965065,2092460216,QW,39,-2001560181,384
81060,2127734547,242303860,RBAXL,29,-300182586,167
81074,1546506360,117296634,ZDEMCJ80,20,-754224141,562
81338,-1915347298,-1613902003,LUB1D34V,51,543100023,214
81408,-1559324024,1654251321,5ABG4PSE,21,-424789164,107
81643,1774129446,-453019707,PN61PS9ARK1KYMYH,57,-56426232,792
81717,-1252911526,-119027599,2BC41C,31,-787091570,952
82064,1392634571,-1064952165,3BS681IB,62,-1222679598,151
82225,-910882186,-733419576,ELF265JYZIHPZB6,18,1424589790,831
82382,1921069503,1652984086,9B8250LWGIK41H,43,-4148551,735
82412,-294742048,-784197793,O22VWABFV5Y2,30,-794736066,910
82657,1628111351,1538999124,X,59,1597796891,372
82720,40372410,-680729355,SMDZQKH9V,38,-8615619,658
82727,530447625,-714420786,QRSTEUIIH1J5,48,-1982725972,347
82917,208667658,61661935,ET,43,-861752871,677
83023,637780847,93518945,RBUMYCM3AY,63,367156255,416
83026,1080725309,-1394237145,P7W87,65,222356838,149
83183,-1354488987,-2087975025,KB4M,,-2147212281,322
83184,-978691958,-2077630573,3WS36OHRNF,57,-1164473783,353
83205,2017700578,1291513610,A5UZVHHR65,24,86646719,74
83299,-1819924421,1062159037,NNLAV17KBRL,37,-773945593,436
83319,778057755,-1863135650,0W3LAB6KSXQ,42,28709742,597
83327,2135490332,1337429264,7GC1MJPP,61,-1697300510,2
83610,2025279877,-2110882323,CG9WSWTNWY4ZV,25,1198374603,43
83616,583234672,-935523529,56UIYHA6Z36MM7G36,63,1898792955,568
83617,-1453141355,-1655694426,3QD0W0Y0GINL42PG26W7,43,63920326,363
83643,-1683641089,1216283838,WR3,58,604991057,219
83709,1165623559,-1743397162,CCNA6AGCCVV4Z,42,156033774,781
83712,1720812500,1711798457,0JFUWAE02S99TFNS3,41,-1233721820,44
83750,-1821687214,-1787876197,6O4J1F9G8,25,1533757669,64
83979,1872037319,-902359529,DWS8GNKU95XW7DJ4P,57,11318606,461
84496,-1456266922,-2114895071,EJ,35,1096118040,574
84722,1785993755,1200094240,YG8MOWDSVFPFBC0B,41,1430771878,265
84846,-1723190590,-1600816242,,19,709418945,534
84935,-2131694231,360942960,RN8FE1PM5KAB,50,285249127,439
85005,-1174753977,718522553,LLM0FZ10DE4EPYVQ6S,62,-213515418,454
85035,-354386562,-424294329,U18OGCU76D,64,-493085950,885
85036,747829324,-813774776,90,22,-1404305711,756
85071,-608662801,-1357730574,,65,-179190961,249
85100,2106476483,-87280063,,58,738113472,664
