Customer_Preference_Id,Car_Feature_Id,Customer_Id,Customer_preference_Detail
854,115,115,RIR4TR0P
855,781,781,
856,676,676,OLFPWOIDJ
857,539,539,FB2VD56SPLU
858,370,370,76U284
859,838,838,VRYW0UI5XTMKZB6I
860,38,38,PMDYNYA4OYD9UTG
861,561,561,6OOGF11V08Z2
862,355,355,VD1OLDLQ97TNRBV4W3Z5
863,742,742,TNI1TNLIXEY83TLCK
864,364,364,GVNXGUSNP6R450W
865,226,226,2QJ
866,181,181,RP08BSU
867,857,857,NI9SBTIAJW6
868,889,889,95XEQT9
869,543,543,
870,815,815,ARVTYHQUFLN0C0
871,76,76,WYTBHLA6JVCMSLHH
872,446,446,V3DREZCBR
873,840,840,3AJMW5QHS0X
874,301,301,P0KBXLUY8Y
875,670,670,458MGHZG0P56V08GH2
876,377,377,PHLDEC631RGS756FHN
877,437,437,9ZSJXRJUPB
878,290,290,5DW48L
879,14,14,RU99EYPJWY
880,106,106,OKRSZS4XXOLUIHRDL3W2
881,442,442,K
882,826,826,P
883,304,304,8ZL
884,493,493,UDV
885,753,753,T0QWCE40
886,403,403,OU50QSNL3G0W33
887,591,591,1ZQSI3
888,646,646,AQ8OG0G9PS1LW2KTH7X
889,757,757,RXUPQW2VDNBH8KJE
890,413,413,2CM5T
891,753,753,8UI7L
892,332,332,68LLUBCWJY
893,836,836,YKV1GJCBI
894,461,461,1FVB3X6MU8PGE7FQW
895,472,472,86I74RNKYPRB
896,26,26,V3B4SQ9RE69PPVH6N
897,534,534,QMY3BNUB
898,24,24,OIZGUI3TD23M0NMU08H
899,601,601,W5EA41P6SRO9
900,891,891,ML9FPF6M14
901,864,864,KZPZC8BECX6I4OCTTW
902,544,544,MET5D1CFBTASV1AP4BQ
903,362,362,JG9
904,764,764,K
905,866,866,35QCLDQZIPQ
906,541,541,CXZ
907,583,583,ZL1
908,890,890,BHUY7H32I55WLXY7OY
909,798,798,X1WIKZAZTUQGNVF4
910,476,476,BS54ANHC
911,322,322,T9EYS41E
912,249,249,3FY9ZXHA7RPH16SDWW
913,272,272,3MEE
914,861,861,Z51LU2LE9QBPN1S8M
915,985,985,FPN3S3LLV88BHO0S9TVW
916,426,426,56A8AU3PV3LG
917,647,647,YPIWDYZ
918,557,557,6C6Y9MOURYCPKAI
919,411,411,UH8IV04NUUQBA
920,751,751,GWX5YT4A17EV3
921,429,429,8Q1N652WPHE67I3EWD
922,597,597,FIFSFBP8K
923,767,767,13ZX0E3T244
924,313,313,K7FRSML6MA1CNL
925,100,100,YMCH
926,3,3,H
927,872,872,OEE9730LT8E
928,500,500,Y8CNJ3MEUQ1N9EM46Q
929,11,11,7T4J1CI
930,528,528,I50HSXJNKMYS
931,84,84,A2LXCR0THVE3
932,74,74,6BUPAA0O
933,54,54,9T99QQR2I8X9XQILPL
934,551,551,K09ME6Q7SU
935,572,572,NSP5TSO2092FD6
936,302,302,C9LB3LPI33Z6U2ZIY
937,889,889,7K5JRWQXMK9ILWG8
938,718,718,HMH
939,473,473,PY9L1
940,378,378,LT0
941,879,879,Q475LZSHOL6Z49LI2QM8
942,204,204,WHHIMVXP24
943,573,573,MJIEDRU81ZXVKQT00J
944,766,766,V6RIT
945,116,116,QNZ4URL
946,214,214,1CLQ64BVD6I
947,428,428,
948,249,249,WRSUX6B8
949,514,514,U
950,373,373,ORN3U468BFID89TEFZTL
951,880,880,U1TV79XKA73IK2FH708Z
952,686,686,O6EEJL3SW8390UP
953,478,478,8NV
954,699,699,N17EVO7EW7ZLLQ6
955,388,388,FH
956,689,689,OTSEY0
957,425,425,J8PNZDCQMMYZIUD
958,50,50,VP9INA
959,114,114,UERY7FV
960,663,663,8EM4ZP9
961,809,809,L8V3JWFYUA4WOPHL
962,216,216,KU98E5BRZQKWPEZ
963,606,606,HN9S64Y
964,8,8,
965,526,526,4WAY
966,430,430,J
967,235,235,0
968,73,73,FU
969,225,225,
970,768,768,
971,303,303,3JCJ5V14W4A718S2
972,525,525,WAFA80S17NV
973,931,931,Z5M
974,653,653,G58ULS3QZ0
975,666,666,OQHO7SZYOJXVJJHY7
976,704,704,AXZNOK2K8U37PA7U4
977,868,868,PZO1Z6XZJAPA3U
978,48,48,KP
979,755,755,601XLNK4UHTMNOF698H
980,856,856,XSPP1RVYR9B4L4O
981,61,61,9SD0GVBG5WN0UXLN3F5
982,209,209,BCVTSMCL5P1I
983,762,762,CWGUHS1G9K44V3UOO05Y
984,146,146,SXWJ8UIQAFU4ZI
985,911,911,4TMM4W2RQPXIIXHOVJQK
986,349,349,
987,325,325,A8YIQY49Z
988,112,112,KT
989,593,593,UEJUDP55U
990,805,805,BZSTQZL9Y1JIDN
991,253,253,64MGP1YP
992,598,598,MACOCUTEGXNJY
993,964,964,EAEMMR0C1V97LIP49
994,98,98,AF6GMWW3851F0
995,332,332,8Y85BEBXDA8GF58APCN
996,799,799,8IYXOHQIJUBMU7Y
997,957,957,AJSV1D1
998,339,339,75
999,399,399,RVXFPRQTPZ
1000,605,605,HUOTDIYMM86L06
