Customer_Id,Agreed_Price,Date_Sold,Other_Details,Car_Sold_Id,Car_for_sale_Id
950,-595372941,2004-09-27 19:37:59.360000000,GKPG76LSKCE8CJYUA,355,950
271,996208584,2002-09-04 13:45:30.980000000,26I6M,356,271
215,1524045274,2008-05-10 09:08:54.040000000,W8P9NLD1,357,215
328,38677197,1955-05-15 05:06:17.180000000,77K0DVPR,358,328
189,-2075550669,1984-01-29 19:09:13.990000000,,359,189
217,707956189,2007-10-16 14:02:08.010000000,FVCGUHCC,360,217
145,326473875,2003-04-28 19:15:08.100000000,GYNAX,361,145
589,-599503835,1982-06-07 19:47:09.180000000,KYGB4YYCM5BDUXUCEI,362,589
909,-507433220,1988-03-04 19:27:31.520000000,6PKRVSB8M,363,909
122,1827321590,1973-06-22 18:30:32.060000000,NJXMVTW8,364,122
757,720805954,2007-08-15 22:12:17.570000000,VMHIPBJ4HFW,365,757
789,920030456,2001-01-31 02:51:10.310000000,J4PREZ6LJTQCQYLDRY4,366,789
307,812267711,2008-08-15 09:30:27.740000000,4,367,307
103,-1582650799,2009-09-08 11:19:35.080000000,N,368,103
138,178111430,1964-02-26 10:00:00.440000000,,369,138
238,-1346432735,2003-04-26 06:41:18.080000000,P,370,238
571,-475926936,1983-09-25 00:39:01.910000000,VGBOTTPI4F7VHTQN,371,571
183,1386595578,1998-06-06 11:06:26.040000000,1,372,183
865,1741533095,1989-04-01 00:48:53.400000000,4,373,865
240,939719428,1985-07-20 07:52:23.260000000,QQ5C,374,240
378,-361340277,1973-09-25 21:17:24.860000000,AYYLGS174,375,378
593,691806477,2010-07-25 23:31:10.980000000,,376,593
94,-377113354,1972-05-28 15:55:31.130000000,9V0WM,377,94
81,-461570355,2009-09-10 10:07:30.220000000,U55VHA7G1L0KE4Q6,378,81
534,-1623202957,2005-07-30 01:31:42.660000000,9IQJIYFT9PZE11,379,534
242,-13117155,1974-04-11 17:14:24.610000000,IJVKZH20RIKVSHSZZ2KQ,380,242
160,470332,1955-11-15 02:15:42.800000000,WOC7Q17L71ZK,381,160
481,184315914,1978-01-12 09:56:37.270000000,,382,481
155,1287063681,1969-06-29 12:41:19.090000000,V856T6IZ1Y3MCGP0BHB,383,155
153,-2086701938,1970-07-09 11:13:13.760000000,LVJD9FU,384,153
986,1148095294,2015-09-28 18:46:27.070000000,JGKASEXRTWQJ,385,986
37,-1020277734,1991-09-14 23:30:29.050000000,WN,386,37
95,1166792155,2003-10-31 14:52:10.770000000,33ORW7QH9DGZ,387,95
35,1580622852,1964-10-10 12:49:24.220000000,SWEC4G,388,35
518,-46927070,1968-10-19 14:37:29.860000000,DSUYIX6F,389,518
574,1133154178,1969-03-29 00:07:38.750000000,RRP85,390,574
308,-1754868818,1998-06-06 20:31:39.660000000,6Q3HBQ21FYX110B,391,308
225,-1047063780,2001-10-27 08:56:15.380000000,QF2ZB9Q8Y1BQHLRR,392,225
117,149273980,1955-11-26 02:03:42.280000000,IQN8M5UBR,393,117
247,1513331580,2012-12-05 03:39:17.520000000,0LW4FFJ0965Y,394,247
776,2117166862,1953-08-01 03:24:49.460000000,Z,395,776
833,-593623778,1978-07-12 13:02:36.300000000,I9,396,833
755,964101905,2004-01-31 15:47:50.400000000,CJT66HI9NZ4A,397,755
241,-1989832635,1989-12-25 12:46:37.730000000,OKUQM2XWAXLHLEKT,398,241
176,1473722742,1986-05-09 11:40:48.190000000,C3WFZ7K,399,176
124,1248946967,2005-07-23 06:30:16.250000000,EEM,400,124
180,-534931486,1963-05-09 13:33:40.080000000,RKWZZGE298GCI1L8P,401,180
578,161440067,1963-01-15 04:01:46.230000000,3YFZM0DR,402,578
77,1927158956,2018-08-30 04:58:46.950000000,C9X8NA,403,77
285,-363423081,2008-12-07 16:46:27.340000000,JDOHM,404,285
229,93046248,1963-12-14 15:31:29.920000000,5,405,229
401,1079410753,2008-04-05 07:32:06.060000000,E3NKX,406,401
45,1490343411,1975-11-23 19:43:55.660000000,L,407,45
135,-992275867,1996-04-09 22:25:56.330000000,,408,135
485,-960763523,1964-08-30 11:24:03.190000000,,409,485
336,-1752502148,2013-03-04 20:06:48.390000000,3TANPRXVL7R1T,410,336
608,1887399364,1983-04-09 21:49:59.840000000,0S1SI8K7Y6TPL,411,608
416,-1123108492,2017-08-29 23:01:23.830000000,DTURRXTED,412,416
46,1523193984,,0RFSWE5,413,46
297,134229701,1968-10-15 03:34:34.530000000,X12UI5FCSWU4U06EIS,414,297
368,1022787884,1962-10-21 01:54:49.370000000,ZAWJMFERRTRBK,415,368
135,-1489679771,2004-12-02 11:46:25.200000000,PRJGIAPBF5XJ9S0K0A31,416,135
526,-1109513511,1978-04-17 09:18:30.820000000,T1IGE4DOJ0KA349MY,417,526
756,1645835607,1965-12-10 07:05:50.090000000,IONVQM36LQ6SG8JUWQ0Z,418,756
375,356346159,1970-08-28 08:14:17.750000000,5BNV4C85NRX2ALCIXA,419,375
721,141177602,1976-09-23 23:44:05,D8,420,721
457,-1173875792,1968-12-01 22:41:48.520000000,NIQKCR88IL,421,457
86,-1193036010,2016-04-01 11:58:59.550000000,W,422,86
586,-1524385870,1996-11-05 20:41:03.510000000,C0ZM9U0YZ8P6M,423,586
41,-359237724,1993-11-20 20:42:05.210000000,CYF4MVNO44KZHXE8B,424,41
778,1901979480,2013-11-29 09:52:21.690000000,D80HYOMI7KN91DPLW9,425,778
347,1802303407,1957-11-20 10:09:38.410000000,HB1POVU29D3JRWKTD5,426,347
144,2027284599,2000-11-27 15:42:46.530000000,0RH,427,144
708,-748370081,1995-07-13 09:02:43.750000000,N30V37AW054UTCJBL4,428,708
465,871302879,1995-04-26 21:09:35.890000000,C540WCGJ,429,465
206,-1016295825,1984-12-20 04:27:33.800000000,F19CZ7DMN0QVZ,430,206
259,1606728814,2014-03-16 08:14:48.570000000,2EM2RGUU8W5,431,259
424,636672242,1959-06-26 07:43:20.570000000,YJ24INNYHYVSULYXOL,432,424
80,-303455368,2001-06-03 03:08:53.400000000,QCO1MAAO2HKTD,433,80
410,-302712618,1976-05-04 22:26:42.030000000,,434,410
816,481481746,1953-01-07 19:01:26.400000000,U8UJJI381Z3IT75IW,435,816
216,-1273821594,1963-12-05 03:40:44.530000000,NIFSAHGU7YKGW5IM0,436,216
752,122285398,2011-10-30 22:13:56.570000000,4D439IBOX3G3I,437,752
235,-723372672,1978-05-15 04:57:50.330000000,KE6UQ2YC3,438,235
924,-1755067320,1979-07-22 19:54:51.750000000,A5NL3Y,439,924
585,1314880098,1959-07-27 19:41:43.830000000,67SEJ1J9XGLKDD4FZVHY,440,585
210,958942522,1960-06-25 11:14:21.010000000,WXERAFT,441,210
53,-665524625,1968-10-23 03:46:33.390000000,UPKY29WQ61DMLSLDSQ,442,53
550,-1310219812,1960-07-23 16:26:14.430000000,5PNQMZDA9DN9MQ,443,550
161,682306662,1953-02-11 01:25:21.020000000,3R0LA38PTU3C13B1YK,444,161
966,2043981949,1974-08-16 18:30:41.470000000,NF6ZYZPZMCIRRVHPUC,445,966
444,-1036638215,2004-12-19 02:17:38.920000000,F8X0UVJNB6XCPPI3,446,444
431,-1786245443,1999-10-07 21:30:15.840000000,WR2LK4,447,431
439,-1096553945,1986-01-13 05:21:40.840000000,CA2CGKEH,448,439
56,-1364682859,2012-02-05 00:08:52.920000000,Q4VPEC,449,56
311,-20576364,1961-01-03 15:52:52.310000000,FBDSP0T29SRS3AMU4C,450,311
308,1026168681,1994-04-15 18:06:18.640000000,JT77RSG,451,308
269,-502786453,1965-08-03 05:56:46.200000000,YLNDAKN,452,269
866,-1233326938,1986-06-06 07:33:32.640000000,A7BWBHZ,453,866
455,1087974341,1966-04-03 13:02:32.730000000,NSLDF49RDQTA74L08DU,454,455
667,-775809487,1970-06-08 12:58:59.670000000,MEG8FMBNTG,455,667
95,-126728136,2008-04-21 18:31:16.710000000,,456,95
993,-302261298,1985-07-02 16:52:36.580000000,2T4JY628UCV0K,457,993
689,-1797519838,1988-02-24 07:19:41.020000000,DF5LA,458,689
52,-1425361648,1957-10-01 19:06:25.260000000,YMIG9BD,459,52
205,-2112754164,2004-01-19 06:36:48.920000000,S,460,205
701,-1982480124,1982-01-15 23:48:43.400000000,LYXE,461,701
296,948976726,1965-09-24 22:29:22.300000000,G3KMT,462,296
435,-195180208,1999-07-29 22:34:19.770000000,505QDWG2662ISDGAN,463,435
940,-666944112,1964-04-21 17:58:22.530000000,NT4F2QX350WBLY,464,940
519,100149091,1969-06-16 03:09:14.630000000,HSLDQVFWVL,465,519
150,668845054,2006-09-10 12:23:27.820000000,JF40A6GA,466,150
511,778500399,2000-11-05 18:41:06.440000000,,467,511
385,1315627651,1994-04-28 00:34:41.800000000,,468,385
375,-794658702,1968-10-08 08:33:08.130000000,PXESAQG6VL40BLUXWF7X,469,375
521,1577279714,2017-11-15 22:14:04.850000000,UG7HZ4PQUAYHG2O,470,521
384,1338929332,2012-02-02 13:32:28.630000000,,471,384
291,-982005518,2018-12-03 04:20:40.500000000,,472,291
396,1784795668,2005-05-20 11:10:58.350000000,OGOQ1FFS,473,396
791,584427115,1964-02-02 12:32:33.920000000,G8KVS2RVH7A,474,791
729,2029646348,1969-04-01 12:29:43.990000000,LQF0A5IVI6XXUJ,475,729
405,-1952595171,1953-02-09 18:55:15.130000000,L3FS26P9HAF,476,405
536,2099758814,2008-09-09 19:32:45.110000000,EP76RO92P8PQ9WXXA,477,536
425,-1172086257,1996-09-25 19:15:42.480000000,N08L5R2E75WHYQ,478,425
75,712269611,1972-04-07 02:11:23.740000000,Z4,479,75
335,-474980858,1961-12-12 07:34:42.760000000,AZ69LGRCEOI68SZ6N,480,335
917,-829653396,1977-02-12 12:39:22.570000000,XTJF4CG468AZ,481,917
777,730432472,1967-11-16 10:21:05.690000000,AS,482,777
73,-193480761,2002-06-07 08:53:50.840000000,MA4E,483,73
327,-1441209367,1987-04-24 05:16:43.580000000,SUTDDW1W4HS,484,327
237,1653839130,2009-09-05 10:21:15.160000000,H2AMVUTSHAJ2FT8EG5O,485,237
66,1662108610,2001-08-14 02:18:02.360000000,9Y5YQ2RGF71QIVE7H5RG,486,66
278,543753170,1992-01-20 00:09:47.930000000,LYHAQYKNMGYTQU,487,278
180,-832589654,1988-03-02 14:06:20.670000000,XCWT3CC99S,488,180
140,-1857859395,1958-11-28 09:27:42.350000000,JE0XAE8PN,489,140
722,-1080129571,1963-09-18 00:30:09.700000000,,490,722
362,-1950189713,1997-06-03 10:48:07.950000000,NZ46TTR,491,362
251,-707923808,1976-09-06 14:54:15.540000000,XR1VA59XCZ9O8I6E5MP,492,251
183,-1835271629,1973-08-14 09:51:25.070000000,KK07I9OWPXJJI6VSHI,493,183
42,-1885246469,1994-07-03 13:18:02.830000000,R1GVQ,494,42
884,-1283194763,1996-07-10 19:53:00.440000000,AF5SP063MICQ,495,884
655,-732910221,2013-09-30 12:44:58.710000000,D1H,496,655
485,1667866351,1988-03-26 05:12:13.620000000,8FFP61MDWNWX3,497,485
151,1131452558,2015-04-02 22:27:51.910000000,O9S7TI3ZWCGVNJ1N5P,498,151
642,-1268776274,2002-08-27 22:16:06.400000000,O7GAO4DJESDA5I,499,642
782,988175376,1986-12-06 06:07:13.660000000,NG157Y89I29A,500,782
142,1670686376,1957-02-13 07:36:32.470000000,3B9I6NFW8Y43,501,142
46,-1457906823,1958-06-12 20:55:34.040000000,ZP6J2AD8VKM,502,46
29,-1272645317,1970-04-07 20:48:32.710000000,,503,29
301,-847380449,2013-03-21 01:54:48.070000000,BFYX8FTZF2,504,301
258,-1311435021,1967-12-02 02:20:23.680000000,V3I3IEHX1,505,258
18,623411673,1994-05-13 13:45:38.150000000,ZJ2Z0,506,18
167,852698937,1979-03-15 18:45:47.860000000,,507,167
479,1043487691,1975-05-05 19:00:58.720000000,6,508,479
1,-1937447677,2016-01-02 00:32:48.750000000,RNIOBZXBQPAHJMNO,509,1
360,-1595122005,1970-04-29 18:03:44.540000000,,510,360
6,698927325,2018-08-11 22:58:31.610000000,APG2,511,6
568,858752812,,XQCVVX,512,568
615,1766913432,2007-10-06 21:36:54.100000000,GVS7BWCE73L3R8R9,513,615
717,1909615379,1968-11-19 05:08:17.280000000,XFB06NGROYK,514,717
967,-1167679299,2014-10-20 11:31:42.500000000,Y,515,967
925,861978751,1979-12-07 17:57:26.350000000,2DI8EOCAQBLK64DBG6,516,925
147,926628860,,WYGM798BFNY,517,147
457,-1855049030,1967-03-03 13:27:37.710000000,G80I,518,457
704,392258630,1982-04-19 13:35:31.460000000,8ZCL2N,519,704
347,187717144,1965-04-07 17:17:36.190000000,ZFLHCD,520,347
627,-577814639,1973-08-16 07:37:07.370000000,HDH15MRBY6CWM,521,627
60,1618008003,1986-11-02 00:51:12.280000000,I4C6,522,60
499,358428557,1967-08-23 12:13:39.880000000,O3HTVTAR,523,499
657,156614901,1965-09-06 04:34:45.770000000,ROQZ2BG,524,657
933,,1988-05-31 15:06:59.440000000,Z6UWXW05960V,525,933
321,-1835081916,1958-01-22 08:02:58.420000000,A9BQP90KL8U,526,321
109,1051077470,1973-06-15 11:25:56.890000000,4KA,527,109
474,251457176,1988-05-28 22:38:13.090000000,CUBC455BPQ6,528,474
7,-649178199,1998-04-21 18:29:15.430000000,NLN9V5GEF8C,529,7
508,-1878694025,1963-11-18 21:52:55.510000000,FUDYZ1TCQQWBPJC54Z1,530,508
169,-2057876560,1986-07-24 16:39:33.480000000,,531,169
927,760465350,1974-07-01 23:44:45.280000000,KWZKKYZ3W04H9W9S6BN,532,927
784,-780431311,1983-11-16 13:43:01.510000000,U,533,784
293,326836125,2012-06-08 21:04:53.200000000,XPBKC,534,293
141,-18320162,2013-01-28 20:59:36.090000000,BAF6,535,141
871,1536647363,2004-05-01 20:04:10.080000000,ZVYDEF3T8TQRT,536,871
177,-734712960,1957-10-29 23:58:10.290000000,M3CXOE27TYA,537,177
118,-1229836517,1971-09-03 15:43:48.530000000,0M7SMKX491BFSWK,538,118
567,337954684,2016-08-09 13:32:32.980000000,MW7XI5PPYDRSAS1Z35,539,567
70,-1188725634,2008-03-18 06:59:02.780000000,GMF76UP5LSX4,540,70
279,313570340,1972-05-24 02:56:19.890000000,UYLX,541,279
304,496179868,1968-04-25 20:35:37.010000000,CQUXH,542,304
726,125068944,1975-06-02 07:32:14.490000000,9S5,543,726
382,-1087954331,1969-09-17 05:08:49.200000000,HZB,544,382
288,-1907306685,1991-03-01 13:33:31.920000000,NH3H6P13TZ3X0,545,288
21,-1230329498,2007-07-31 15:23:57.820000000,ZXC748QFKJ4LYDO,546,21
261,-1629016148,1964-02-06 01:31:38.100000000,OM,547,261
349,-1267708200,2008-08-27 13:11:13.860000000,LGBQHE7P8XV,548,349
530,552209191,1960-10-19 09:45:58.260000000,KT0,549,530
960,-1304188201,1977-10-24 22:19:42.570000000,7H9,550,960
969,-1915027406,1967-07-28 19:20:36.480000000,2L8,551,969
244,1917124684,1982-05-11 06:25:22.730000000,K,552,244
529,1034489889,1984-06-13 23:09:27.240000000,LQOEXAGGFRO6U,553,529
246,1417251658,1975-12-20 11:54:37.430000000,WIHH,554,246
164,-768869746,1994-08-18 14:50:44.540000000,PJRYJH,555,164
274,1881935016,1968-10-26 21:24:54.110000000,ERDZ8E64SH1UZ,556,274
404,1970194402,1972-04-15 17:53:33.780000000,C4D850MH,557,404
890,472337580,2010-06-09 03:01:46.700000000,J,558,890
602,123670674,1989-01-11 05:48:34.610000000,Q8VTTS4XKVP2FJ90QZ,559,602
937,909644289,1965-03-17 12:45:34.280000000,HNI2CFDPEGR,560,937
352,231932536,1992-10-06 14:28:51.180000000,T,561,352
376,852308424,1998-07-05 03:42:10.600000000,VI5,562,376
531,-2037829045,2015-01-21 19:16:22.720000000,BZOXWFPN1YPV0W,563,531
231,201728670,1968-04-27 20:52:52.340000000,I2G85IDF2PH,564,231
110,-1639122017,2007-10-12 02:21:25.250000000,YV9,565,110
13,1877721914,1994-07-04 00:48:03.470000000,14OE0QKQ3,566,13
220,-1605086915,,ODF0IFUGBRF9Z,567,220
323,-996829175,2005-06-13 04:20:43.030000000,XJM7,568,323
291,61827549,1959-03-06 01:53:38.400000000,LRSSEOQCIGR,569,291
96,-451471885,2013-09-07 00:37:18.020000000,P5STZZ161Y,570,96
102,-1893430317,1983-07-20 09:04:07.210000000,KI4R5VGH4C,571,102
512,-241886398,2009-12-22 11:33:32.200000000,HLWL1CS3C0J8P4,572,512
267,-1119771438,1961-04-06 02:13:37.810000000,ZXJK0DN9899WLG1Z,573,267
174,1020901883,1969-07-23 23:55:04.730000000,5EN6XEX,574,174
9,1281496774,1993-01-31 06:36:28.690000000,EYMH09,575,9
144,-1591679575,2011-11-14 14:21:16.300000000,MYWIXKCXUBNB,576,144
480,780940758,1958-04-23 11:01:30.360000000,F6MA,577,480
162,66188600,1964-06-02 17:18:57.790000000,W2BH01JLULF0S70VANKI,578,162
494,-1041472321,2016-12-05 07:04:50.680000000,2TGTUA2598BBG4625XV,579,494
912,-1293078263,1993-07-07 15:01:13.860000000,,580,912
873,-1950092075,1999-10-31 23:43:01.620000000,PQITJFBW5I2RYT,581,873
523,800092536,2012-12-16 06:31:20.330000000,VN5QHFKC3PC3TS5,582,523
42,-238771451,1983-10-18 22:14:43.040000000,PKQD3,583,42
948,429783465,1980-08-10 12:52:14.820000000,Z,584,948
106,-117491922,1973-06-28 20:09:32.850000000,UQ94Q9JHBX7HR4,585,106
516,17096772,2015-04-23 02:32:19.040000000,V4DE47CH4Z,586,516
546,-970515344,1957-03-16 10:14:10.750000000,D77F,587,546
823,-2018769963,2009-01-17 00:35:18.040000000,WOUVQ6GMU5URWKOYK,588,823
276,-1221677239,1960-11-28 01:48:24.070000000,V8PJV4I944XVBAVRATX,589,276
528,191809564,1970-10-23 06:14:08.660000000,ROOQJYCKLJBUS5B7,590,528
12,1819616486,1997-04-04 23:34:41.970000000,DSQDH2BPYUJ,591,12
265,-1994349123,1985-01-17 02:10:36.300000000,4A,592,265
160,70290340,1966-05-22 20:56:23.590000000,0C,593,160
630,13912523,2001-08-22 09:55:13.920000000,7JYZXRYNLT336Y,594,630
218,-824415895,2004-05-26 00:46:58.700000000,BX07UA,595,218
297,1673284571,1968-06-12 16:30:11.590000000,D1L4SOH,596,297
569,167161597,1992-11-18 23:14:09.300000000,GTFU4NHDVYFTGHM,597,569
74,318123421,1972-04-04 01:19:14.290000000,NL,598,74
129,-2143614536,1960-02-05 10:39:22.140000000,TCUTH1K6XESYA5CC,599,129
328,-1699525519,1980-12-06 02:47:23.960000000,NCT0TK58FG5VFPG,600,328
497,-913159300,2015-08-28 12:45:28.460000000,GOWMZYTJHKY205N4,601,497
79,-397203135,1955-02-18 11:03:14.780000000,C8BR7ZSOL1KFBIPCQ,602,79
152,-1171687104,1957-12-03 23:37:59.690000000,HGQ,603,152
980,-307190274,2013-12-20 12:33:55.850000000,OIAJ8L28AS1P2H4,604,980
266,-1815668905,1996-04-01 00:41:51.060000000,8O3XEW84529,605,266
535,,1986-11-02 10:46:10.380000000,9B6OF,606,535
2,-1377270183,1959-04-24 17:06:58.660000000,JSHOR7MDQSELF77ALTC,607,2
423,-413734121,1965-10-19 06:30:17.990000000,VSA5,608,423
114,-669322328,2010-05-13 16:32:58.560000000,6CBYZMCAYYBYK,609,114
12,442023935,1983-02-04 21:33:21.140000000,V,610,12
275,1184093135,1989-04-28 03:49:14.170000000,15FQKM2IYPCBM8,611,275
219,-1073169212,1957-05-27 04:05:56.320000000,IBAKV,612,219
397,255174015,1974-05-11 10:48:43.100000000,ER61AG8WC1WHHU,613,397
691,379263411,1969-12-03 12:00:32.840000000,VFTJ9T0A,614,691
383,643752864,2008-03-12 06:05:32.990000000,1NQ7TN9C00ME9O9,615,383
268,-470789022,1971-04-01 06:14:13.950000000,TMMOGU5E4MWH1LHDG,616,268
660,1587061872,1961-12-20 16:14:08.140000000,0M,617,660
105,1509453235,1970-11-25 14:49:55.770000000,12PRK,618,105
503,-1929210630,1994-07-26 23:06:49.860000000,G77LQJDG6EM,619,503
563,1437314131,1972-01-05 18:20:33.310000000,7HC,620,563
222,-1426134687,2003-07-29 16:07:14.490000000,6QSAFJ8XCOMGSJXWVDP,621,222
554,292826028,2004-06-16 00:12:45.430000000,X15XO5AZU3T5DYWYZ,622,554
466,249946439,1997-07-17 02:32:18.950000000,1WY982WXONGPXTS,623,466
788,1315578867,2007-05-13 19:39:29.750000000,45LUMA8839VH2TNZX,624,788
628,1190033393,1969-06-05 01:02:36.040000000,CS8OS31,625,628
354,-1588178040,2017-07-02 06:53:30.910000000,HNJ45,626,354
459,1162516968,1996-08-02 14:37:08.600000000,,627,459
797,2098377076,1978-08-14 16:18:23.890000000,7TRC4MQOP5Y6E,628,797
149,-1107004141,1984-02-27 23:08:06.040000000,UZH,629,149
712,1833621605,1977-08-21 14:06:17.100000000,BGZX,630,712
829,997169025,1971-12-27 15:07:06.990000000,CITWTLPY4V4,631,829
261,-137012247,2005-01-18 09:42:16.080000000,ZW,632,261
303,1668722943,1957-04-29 06:39:35.640000000,SZL4IIT,633,303
964,-1190901264,1988-12-31 04:17:26.710000000,MW,634,964
675,-618007626,1996-11-09 02:15:45.410000000,N1CUJD9,635,675
748,816465000,1997-09-13 12:39:46.830000000,EUBQX2Z7UBAYU,636,748
115,-825744325,2008-01-14 06:53:20.640000000,UZBUVFYIM7Z6XNLABR,637,115
737,1071103358,1988-10-28 09:40:47.190000000,MHSH8N1,638,737
682,1493412765,2003-05-11 12:10:23.770000000,AZKCXRK6CI,639,682
519,261705329,2005-08-26 09:23:22.480000000,HUEW73,640,519
108,-404031299,2008-12-30 09:25:20.370000000,R5CLJ,641,108
598,1518263159,2010-05-28 03:43:52.760000000,,642,598
870,-1419804236,2017-09-05 08:02:19.490000000,C8M2I26TWN,643,870
602,1399195733,1996-10-23 04:15:02.940000000,1V2EDG9RMA,644,602
128,-135797243,2000-06-26 02:24:54.490000000,8KKE,645,128
392,-1199599373,1992-11-09 19:28:45.650000000,WW6PFLTLJX,646,392
944,44682905,1963-09-09 15:21:53.200000000,UGIOXQD68OCSVCSC8J,647,944
57,-1768231306,2015-06-19 08:55:50.760000000,1I3K9XPY2G1HVFCEB4LU,648,57
539,-1299996635,2012-06-11 03:49:40.930000000,6D5TK3BCN8L,649,539
44,-500644912,1986-02-25 18:32:44.740000000,JVLQV8R7SAP66GDIXH8M,650,44
637,-1150518792,1959-06-25 00:16:03.450000000,IV4YQP,651,637
565,-1075299737,1974-12-26 08:24:13.520000000,ELF,652,565
590,899988261,1996-09-08 02:12:24.430000000,FGBJROGVUMOVOYN3,653,590
540,-1524287940,2007-01-30 16:18:48.840000000,SF6ZZ,654,540
919,-722756780,1996-05-09 10:40:09.480000000,00GS4JXS6VGRQ5,655,919
276,-567357605,1964-03-14 12:32:43.030000000,Q90,656,276
942,139802197,1976-08-03 08:30:55.840000000,S2UZGZ3L2M698,657,942
364,-421045320,1969-07-23 03:58:29.950000000,4BJBVBBWUI0,658,364
352,1240094681,1997-07-18 11:31:19.800000000,,659,352
580,-174371062,1997-09-29 17:48:20.150000000,7WYX155M7961ZT0X,660,580
351,-2244115,2009-03-31 20:09:01.780000000,60M,661,351
22,1154782268,1999-09-10 00:48:34.770000000,AMTAFDP2V8BY8R7N,662,22
152,-1202498534,2000-08-21 07:22:11.960000000,K03M9U4HB2BD2NHE0,663,152
258,-893818557,1985-09-23 02:26:41.460000000,A,664,258
493,203359595,1964-02-10 06:26:14.140000000,NMRGKB1U2R1T9PMZIK,665,493
280,-594571274,2003-04-09 18:06:58.100000000,RPS3BDOTKUK8UWJIX8N2,666,280
86,550640092,1953-01-28 21:26:20.680000000,T,667,86
434,1058202467,2004-05-10 06:31:16.390000000,FK0H4C1IVFVJFU,668,434
190,-1905623614,1992-01-24 09:44:47.440000000,G2VIG0HI7,669,190
317,174794986,1963-06-30 17:25:46.160000000,Q7,670,317
482,-891436117,1982-03-17 23:20:53.320000000,QVI3XE,671,482
448,-1217928607,1992-02-22 06:33:20.950000000,IBVKGJBPTZD4N,672,448
611,1028808910,1986-07-17 02:39:32,SK6FC9X1SLD5,673,611
157,-1387900904,2007-11-30 13:43:27.390000000,R0XRL0H046B1W,674,157
62,-191192201,1982-01-05 08:55:12.950000000,SP8IMK,675,62
312,-1722649457,2012-03-02 12:23:21.740000000,YABOL4FHIA6B6K,676,312
93,671763321,2005-10-10 16:10:25.940000000,W7S35D,677,93
522,993746126,1953-09-24 22:17:16.010000000,EVDFL5B,678,522
350,1017700735,1959-11-18 17:14:35.250000000,2RL2SPM20,679,350
403,1880404252,1995-07-26 05:33:50.400000000,1J,680,403
434,-1903341671,2006-10-24 15:31:37.710000000,W5QQ42T,681,434
119,1135050119,2000-02-14 05:41:17.850000000,,682,119
230,-1756721549,1985-03-04 12:28:42.970000000,QIEWBWFB5JA5Y7EQ4RZA,683,230
130,-1652562692,2017-01-01 04:35:21.310000000,S83U0HPMPG2IJC965H,684,130
76,714181526,,6RV,685,76
58,-405589363,1971-02-28 13:50:13.640000000,RDOOQ0LD3JVX9B,686,58
734,-1034917658,2016-01-01 06:42:53.470000000,AEPOF38NEV5JZ963DXX,687,734
555,-509046425,1961-05-13 07:29:51.640000000,HCTZM42YYNE0V3,688,555
502,-179770923,1969-03-29 14:20:46.810000000,EG2F7JPATLGM3XFH,689,502
400,140515845,2011-08-23 17:37:17.240000000,CZLXLQ1B09OQG5OW1RNB,690,400
806,48344645,1985-08-28 13:43:02.370000000,PSR2ZE5HZ1,691,806
127,22314606,1974-02-11 04:08:50.990000000,,692,127
468,-680677063,1991-06-25 02:54:50.690000000,5DNWH9TP0,693,468
770,2122998708,2010-04-11 22:09:27.400000000,791JCGSQ26S6IM6TVL,694,770
626,-419452612,1958-08-12 18:22:03.610000000,VT175L2HSERXX,695,626
422,-1508814852,2015-05-27 13:14:20.710000000,DIIQJMXDRWVRZU,696,422
426,849923415,1962-04-23 08:36:45.590000000,POE7D4A51VY9Z0BA8UV5,697,426
629,-1014269637,1962-10-07 20:21:40.790000000,N3CYEI14CEL7F2QDPJ,698,629
943,-1073219547,1984-12-14 05:35:38.030000000,2CGUKCYDFMNW3PW1K,699,943
710,-322750171,1985-09-13 21:48:48.800000000,8ZL81PHC2JXLWIBP2R6,700,710
418,-1638801194,2016-03-18 08:17:56.400000000,RMF5MHPIIII15BG,701,418
467,-1853084680,1992-10-12 22:02:24.970000000,KTBRC8AFF,702,467
88,1198912616,1978-05-01 08:50:36.810000000,Q4L,703,88
292,1202849980,1976-05-26 23:11:03.320000000,M5UBAMJGMJ0Z,704,292
616,-738599598,2001-12-13 10:23:54.770000000,J0W,705,616
713,1720531989,1956-12-11 19:11:51.410000000,L2Q59GFWIB0,706,713
290,-1912942781,1986-05-02 17:42:42.510000000,SRKW4,707,290
685,-1562881717,2007-06-11 05:44:41.530000000,D6,708,685
394,1288466524,2007-10-09 12:28:57.050000000,0U0,709,394
904,1933720494,1978-01-26 07:23:35.880000000,7SQDFQEID52U9DPFER,710,904
665,2092047803,2003-03-08 22:16:47.740000000,JQTRF2PNMQLK8Q,711,665
882,-454634500,1977-06-03 20:22:17.090000000,2NPJ3KL7FMI2VIORG9IG,712,882
565,-680682178,1975-11-10 10:13:39.820000000,D0BAP3SSSKU37,713,565
949,1954810890,1962-09-05 10:43:54.690000000,1PVOQYJE5X0U5X,714,949
503,-537457417,1954-12-25 05:57:29.400000000,,715,503
125,-1015722199,2009-12-06 02:16:42.450000000,BP9NOND8DHSEM1OYN7,716,125
792,900044030,1962-02-16 14:27:43.930000000,1KKSIUY,717,792
213,567300751,1967-07-09 12:19:51.800000000,EA,718,213
166,-768434968,2002-08-20 02:46:50.660000000,XU,719,166
547,1694912294,1967-07-27 12:36:27.810000000,N95,720,547
