Car_for_sale_Id,Manufacturer_Shortname,Model_Code,Other_Car_Details,Vehicle_Category_Code,Current_Mileage,Engine_Size,License_Number,Asking_Price,Date_Acquired,Registration_year
185,Carol622,1768987668,APHHZAV2,1687558845,61,RJFG,90784,DS37Q915KHIE2JR1ZIXZ,1959-10-03 04:47:39.120000000,-436588401
186,Loren117,-2031828384,W86FIUXKV,-1998588946,23,B06D01HAIYTHRLC,59733,L8O234DRC0JL1FST,1982-04-18 12:10:45.460000000,1860204443
187,Lana292,59146735,3PSIILQVW,-193943320,62,RVVCH2BH8SCU00Y,23312,O3OSWOPYMEH4RXXCS,1960-06-16 19:14:53.260000000,1445731249
188,Sherri83,1982242803,H3FDQJS1X7ZSTBLOFH,1936328931,59,Q4NCDUX,55201,KE4M,1986-09-08 05:54:42.310000000,2074040026
189,Guy811,2130002708,1OIBO7VH7,2088428986,45,NIAFN6EH,43542,NE7HZS03Y8TUTAFPJY,1965-02-08 13:42:56.870000000,-1040235975
190,Andre51,-2091876956,,-2069110474,46,H0NK4R9OO48ON9IZ6QNX,89058,HPWNL3L88N8E11Y1EP7,1964-04-23 07:04:14.460000000,1288939915
191,Kenya587,677709364,9,525522682,27,WWYAPYRWU2EVSIZB2MCE,03902,5LAJV,1975-03-29 11:13:01.200000000,-1889143977
192,Cassie218,-888794536,YZ3SSSOZ2VMO,-1125108405,44,OPPWZ9R,32791,2,1990-06-13 18:09:05.870000000,-400086303
193,Antonio471,2007783763,BVHWT59CU,1975908860,23,HFRJ1K3P9ES,87529,2C20G15FRRLEEKSGPT,1993-12-25 08:09:44.690000000,-1447076097
194,Whitney391,421755488,ZSR6V1K20XKT,197181486,36,RU2UTUQJO3,99904,SU91,1988-05-27 17:21:52.470000000,432829882
195,Evelyn626,1217433345,8SW,1050580193,64,AJC868EPP0HDMMBRYW,31724,,1979-10-07 22:01:37.460000000,1891691404
196,Katina114,-694564082,SKZSVM5,-963479860,58,T7KWWUNV,37451,8XWEDRN0G6WK7,2008-06-27 21:02:41.610000000,-303283305
197,Bridgette931,-296888912,Z0,-559228998,23,5J8RDBH0OCXGVO3HAGF,04336,,2002-04-21 11:10:35.460000000,1958086770
198,Bradford489,2040013783,6R024J301MTYHT,2000825405,46,I2SM2AVQNGDIDBK5,95235,,1982-01-07 01:59:24.870000000,-857837191
199,Randall210,1661878596,QZI183WH,1551876507,28,PZB5,85096,J,2016-10-02 09:30:39.630000000,-820863809
200,Patrice016,2025513398,RUM35M9V09W,1994930720,37,3LY6XJGFLD8OK2,80986,M3SCLTUT25AASB3,1988-03-15 12:58:07.650000000,-1731560225
201,Chasity894,-988311990,WHOA4SV0YMIZ9W5,-1187222691,42,LP3FR,00725,8480E0,1979-03-05 23:03:52.220000000,-332761118
202,Cheryl86,-1609026873,YS799JA9W0UEC,-1619917149,59,8ZE2K4YPKH417,72661,,1995-01-19 01:32:10.390000000,259950953
203,Nicholas901,1711829529,X,1595374458,58,,75200,XEVVHUTVAZEW,2004-12-11 22:34:22.850000000,1310078209
204,Damon230,-1351766411,WDTHUQ3A1HI5CNT8,-1479455427,39,OWCC97UZAPRIE60V,70533,VB3KJOIP6,1976-06-14 14:49:14.570000000,-216698973
205,Ana609,1653932924,WX82MZC6ED4,1550050248,59,EX,34057,KHJQVOJVM5EF7,1999-11-04 04:14:36.370000000,722634534
206,Joseph409,218052323,G,-54798953,55,LK3,82823,Z,1980-04-18 05:32:20.520000000,-716681782
207,Liza492,1258479193,0OB2W2O,1109173336,37,EIQ0W3MC2JXTQ,07985,8CFZTW74CS5GUB,1966-01-22 18:03:08.730000000,1268357699
208,Alisa658,88792377,8OW7S15X9,-167886611,53,H5DZ3CSMJJKL9N94L3S,82361,OQ0BDX4X7R3,2016-11-17 21:06:53.440000000,-1386477641
209,Beverly097,-563344214,LYG0O49DGAFCZDLUH,-820541346,51,,77010,R5G4,1964-07-27 20:03:40.520000000,701772913
210,Kendall786,-2072457583,1KX6RCOK6F7,-2027810207,32,R,57789,K8G6A7KOAFD3J21AP,1959-10-12 08:44:53.650000000,280929110
211,Guillermo634,-2000963136,1G4XCH60Z6SIMD,-1979257698,53,U263EFV875,31458,O6MLD,2003-05-24 22:10:34.740000000,-1311453778
212,Jimmie459,852337200,VOJMXKPWO8F64B4YU6,682276607,22,WSHM,65269,E77P3GYWNYVMV9EJGM,1954-09-10 08:44:47.560000000,1380488367
213,Lea161,-1639914059,9Y7213NGGUSFJD8TW,-1666650399,63,QKSZ7GBUZ3X,89425,IQTOP2H1FSXKZUCR2Z,1979-10-04 05:24:34.290000000,-1900272708
214,Randy467,-1936500921,T9QBKFO,-1902911874,45,,47208,KU,2008-10-15 12:52:04.250000000,1626769894
215,Mindy131,-1584435459,A2,-1610459743,34,0R5,07117,HFK6FFFB4QZ,2016-03-24 13:04:09.640000000,213314609
216,Joe413,401435488,V8YBG4,146783872,22,OIWX9E,82785,VDKJIMMEJ3,2012-04-29 21:15:19.590000000,-1952720565
217,Samantha506,-966209408,OMII9391WTVTVI8B1,-1171539234,47,NACFHQHNZN1E5SAE,82340,EWRIH,1976-07-17 05:20:51.990000000,1363439171
218,Amelia08,-770145521,F,-993984169,59,C4AH,80762,KL1918E3IM2L4,1968-05-28 22:03:04.870000000,1102994980
219,Rosemary60,-1047820517,D,-1241832513,35,E,12253,7KGZY7I,2005-05-23 15:00:25.750000000,23527211
220,Pamela653,1257330140,D4TL,1106013506,39,DM74YPJG5LBW3VD8,83344,8YFYDP69NWY,1971-11-13 18:33:13.910000000,-37712076
221,Terri283,-1593552112,KMU3,-1617480436,34,AZ6YC0XD,84768,,2012-01-17 22:32:57.030000000,-1182590585
222,Yesenia877,504191891,935A4BZM2JJU0H65NXW,301370691,54,5K53PRV52UJCP94L9J,50403,5Y8U56GZ,1993-10-09 00:26:52.550000000,-1418511112
223,Kristi688,300443630,16RW8DPNBOE1,9809344,18,DBWZVO7X88,70761,,1981-11-25 02:51:35.500000000,-1024098605
224,Virginia444,683281130,SJSDY,533235980,44,MAQUKYB2WJ0XTIP9LP2D,23409,SEGJTFSKA,1999-12-02 12:33:43.220000000,-200028810
225,Jeannette18,-623154397,QXSVU8I4BFMXPXO23,-860740164,45,GF0S9L9FIUNX078MUP,33859,2D2,2016-06-23 15:14:50.910000000,-1305201853
226,Angel713,-2069907439,81RLBBE4H47YDS,-2023447293,21,96NXDE2G6FM76UY6U,14736,3UO,2001-07-06 08:19:12.170000000,1840271366
227,Ellen508,-1730327052,Q6G8BW,-1774020585,40,1AC1M,82201,8,2009-10-11 05:55:40.050000000,-1238492059
228,Sherrie937,1637738606,Q8D8OQ,1524602625,28,PCZSBGMQZW3W,61907,,1963-09-14 00:28:49.090000000,607147899
229,Mary99,931175861,41QGG4,736306970,57,HME6,52142,N521M84T02H8ENJX6,1996-06-23 20:55:38.760000000,-1297439753
230,Yolanda287,1693068075,E,1585156100,31,3ZWMH321EWSFS8K97,57423,TVCN5HSVFRAHI,2015-03-24 04:02:20.610000000,-745619582
231,Andrew057,670624724,LHGQQEWD1U9YQ7TRFK,515331052,38,E94PSV79Q1DC3N47YNH3,90029,0E58D,1984-05-10 16:08:41.430000000,826477594
232,Mindy225,-1213628172,I83MOED2GHXNRC,-1412780771,59,WQ,44417,77NQ9RL4N6J,1971-06-12 11:28:03.010000000,465966213
233,Cory159,-950857583,VQU6XBC06THQDTWO1JL,-1157203783,47,,62224,I,1972-01-11 09:11:27.240000000,1528659250
234,Katina357,-128172546,WI,-357402314,63,2PXK4VCJAMZW0D6,53650,E3TZ0L9Q,1974-08-25 11:43:15.710000000,-1454229983
235,Karl318,-1226525441,SB,-1427022440,18,E7C0O1T5AL9WR44IJUN3,06167,DJJJ,1996-05-25 03:08:37.990000000,-1193480887
236,Christine483,1665323058,CFV47HMOC3X8N,1572124429,32,N,16870,70HAK,1953-01-18 22:08:04.960000000,-1255014248
237,Harvey598,-11386545,,-260605933,54,VPT2GN76KGHONKPL0,13295,5M7MED,2008-06-23 13:11:57.440000000,-922489659
238,Sabrina281,605999112,7WS7OZ8KTV36F6DV1,433959733,26,SA,83438,N8,1964-12-14 14:56:21.250000000,543079945
239,Nicholas573,-731415551,KZ,-971771153,61,LFS5HHD5P,83367,7DYYCWL58S7GFA6,1962-04-26 23:54:21.130000000,-132050442
240,Kevin049,-495739610,42,-763929448,24,2R2HBUZDH3EPG9GGXU,84922,8VXNO,1998-06-15 23:15:18.600000000,-1966676709
241,Antoine618,-1039714723,04PHTRS,-1232172966,52,N75DM991XY6U1UC,87659,CTFSW6LNOMII56K,1969-03-27 18:07:36.720000000,-191789130
242,Tera522,-2087758631,LP,-2064894115,27,XL3DR1IA64WY,08110,DAFC2RIO,1962-07-29 22:07:59.830000000,1743817202
243,Marlene588,493822554,L2LND3,278536092,26,P1KJW2WWEG,55736,XFO40PLLY05IJ0EKL,1975-02-12 09:51:01.780000000,1986691672
244,Darlene325,-2132472968,28,-2135298313,31,2T2FB8DU4UIVUGHM,36708,KYW505NIN7B6KARMZRW,1958-05-01 04:58:03.210000000,-429806397
245,Kristin500,2083389199,A6HZ8VC20A3U57J9RR2,2035168593,59,U6HCAJ,55988,OXXX66F2T9,1979-11-30 08:53:39.720000000,-910673989
246,Omar309,1981279674,7KPIRTG86V02TJPX7HL,1930962700,22,XMB4SGIJ4VAYY3ZY,19191,RGOXP9SFIHH2D9RFURX1,1973-07-20 02:28:13.630000000,61259751
247,Leah417,-1454841210,FT,-1562407002,47,1UN6,52323,N2EN1ZY,1963-09-11 12:44:31.570000000,1303541728
248,Christi710,-1233317438,FKQWE34C,-1429675396,43,P2FG717ZVS9UHPX82N,86220,QKP,2004-03-10 19:17:40.440000000,314834656
249,Staci085,-1757132113,05VPGZ7EF4W4910MHM,-1782547067,19,ZRZ5JNLV8PBFV0,25738,7KQWD1C7BE06U,1991-03-05 04:17:42.840000000,1435066491
250,Darrick103,-1268329048,956MDZAX0W242JV1ONZ,-1439579241,60,W8PC,57829,NEQKBV7D3,1986-06-09 00:46:17.870000000,1176619633
251,Marcy20,-1638392335,7A6GBXH5JQA,-1650025382,29,HB5ZIO4L90IY7B7,21050,AAN9TLSXSO5P,1984-12-12 15:41:49.610000000,326351462
252,Tina867,-1679511232,H,-1701102510,29,QWWSL5Z9KCDT,95307,JHPLUB927SHCJ368T5T,1986-11-24 13:07:30.590000000,615613666
253,Krista876,1001198894,3YTIIQ626HDZULEZCYI,829392536,29,TPJQEU,21372,BM2D2DQM2D5,1995-08-16 10:58:59.130000000,471765131
254,Derek973,-1703645228,UZZQBGI4DAM5N0FX7,-1757361345,55,LZNUJ0,23475,YC72MAD1UB2I,1997-11-20 14:57:25.710000000,-1085656068
255,Chandra813,1465845229,59953O2B2VRJEBEB7,1347794708,21,76C8KTE6,87054,X9HMPZJB8PXFBJHKN,1995-02-26 14:25:10.620000000,-1610293397
256,Neal908,-1414518755,Y37172OWU7CU5GS6S8,-1534722153,53,SJNBBVF6AAWGBZ,83299,,2004-05-26 22:36:59.680000000,797632772
257,Aaron941,339732452,OW,83980900,59,SGISQ918LJS283T0,93602,M2E,1966-02-24 22:40:34.880000000,-1744949880
258,Lori273,-1055662256,NZDMCTWBQBSBY4,-1247033583,32,MDQ7QJCPKGJ945,72740,V3LJSSM0JJ7439ZDE,1958-01-11 10:00:39.630000000,-726471148
259,Vivian505,1461971633,,1336239215,59,7,18469,2PNANBR,1978-12-21 23:34:23.660000000,-1866313657
260,Antoine049,1551165307,17H6TVZ8QAR7I5GJ8N,1406245458,55,G3AMF2RA2RJT72GAKT,05567,H6,2017-04-29 19:55:24.210000000,1351430762
261,Miriam548,-214068840,7NLQU0JG01T,-472775925,33,8,14181,8W3J3MI3GQJLPD,1989-07-07 23:36:40.470000000,766060579
262,Manuel044,-1959541985,N8O7O7PIS0,-1936529374,26,1X526SHZGEVV3NQPO7BZ,03127,4E,1955-05-12 17:34:19.630000000,987345472
263,Deana013,1317382337,W12OSKV93AORGGHM69,1185646187,62,NR,61009,BNMFZZOJKGARW,1973-05-28 00:11:14.670000000,2114002030
264,Timothy554,-184715130,Y7WS3ZUYSBI5,-410072882,38,WDE,53623,FPBM3L0NG9XWJ4,1968-05-05 16:01:19.920000000,1644037169
265,Billie306,-629626767,6IPOSBR,-868267936,59,ZJBZZ3E65K999BMDNX3,91368,X,1994-06-02 16:36:12.230000000,-972265851
266,Tammy708,1246703770,5S,1067858296,60,QKWML84D5C5S,53639,7CI6J,1984-12-13 10:42:31.730000000,-122838227
267,Charlene939,-281761674,7ZH8R,-532332537,41,F0X2WV09JK4X,28033,SX3UJ1,2001-08-29 23:33:20.330000000,1793557142
268,Reginald201,655131346,KJ8D1XZ9YPYM2XK5,503131145,18,QL1E5ZA0BENPDQY01SF,69060,TOU950190SDO6DH3GKL,1958-02-09 17:41:18.580000000,-1940823448
269,Anna873,-1829566667,KXRSUUIITE6K4HL7LRZW,-1847779313,45,VTAOBR22570,60521,P2EE4W0,1965-05-24 09:43:26.250000000,-1349545325
270,Audrey995,489697625,5LPFTLS92V52XXA,272518885,20,OJIJ,58058,PZQGLEG929,2016-03-06 14:56:04.670000000,-162253749
271,Lakesha848,-1761174554,EQOPV8JTPU8CEH5L8SEC,-1788335050,34,Q65ID3MACI418I,04466,,1956-11-07 08:03:22.150000000,-1006402423
272,Caleb591,543465385,D08P9QJ0H6KA760A7EW2,361545832,38,PH6WA,22217,V,1964-08-03 14:24:30.740000000,-1894739732
273,Neal812,2119168653,QZ,2078683930,64,3EX7U4DV0U8FP,21096,6K5HCBAUNA,1959-02-02 22:08:43.740000000,-1523162644
274,Catherine926,1620460139,GULPKT5IYY1P,1502206978,29,M9YHQNEY9X1XP9,53159,D,1959-12-09 15:45:07.140000000,1009401689
275,Jermaine396,188958267,0LIZT7ON17A,-87743329,53,7CL8YNS8AJY9FCNWLJ7,93237,Q9F48ZJK12W2S,1955-08-20 00:25:37.190000000,-540464303
276,Darnell58,-1569726688,A1DIA5M1U9E4TFO02C,-1599969818,24,FIP5MZ44Z6XF3SSIN6,87003,8,2002-06-22 00:24:57.200000000,1113363
277,Wade478,-1046694358,5BU7SE22JBQENBK,-1237244019,46,MU0NY,29264,7LNR8WU8MKO7VCFI70PZ,1971-08-28 14:35:50.760000000,-1023925207
278,Devin539,273372145,SS0OTENLQ7D5DJ,-6219645,52,EZLL,54349,4PXCW5H8,1976-07-27 21:53:32.290000000,-1209654697
279,Carrie530,-1402438856,LPY4TFU,-1516702240,51,FEH4MONFLZIN94MJ6MJ5,26169,KE2SGPAL5UF7,1973-01-03 03:40:03.490000000,1609631168
280,Israel970,-439939469,3723Q4VR,-733804389,40,FSLAFVRE8ZIJYQJ,84467,OABPPMDUR7,1995-12-06 12:46:37.280000000,-1310905333
281,Lesley756,1580986850,94V,1463317491,40,Y,18513,F2VQFBRC060A52W,1990-10-26 19:34:40.590000000,-1543622594
282,Tara486,-1771948201,2OFQN9GK1WO0N4PO,-1812454390,63,3V7LR36RIB88C2FS0,02826,8LVVK,1958-08-03 10:37:59.600000000,1126609348
283,Devon498,1261640307,RUX6WGQAXGUFJW9NE,1112022098,27,WU7TV1DZ,09939,M1M07FVUKS7T,1991-07-11 20:11:06.260000000,-1073888607
284,Angel457,103395780,0JE66D02B,-153266085,63,,54320,DTK6T227BO06M,1963-01-16 20:09:20.880000000,-828673127
285,Reginald565,1440060682,33063NIAY258O,1294001664,20,AE3L7GFA1T1H4ODF60,91742,V58W,1983-04-12 12:20:30.990000000,832588518
286,Cara622,199176868,QTL5HZFC8KO,-59395888,27,G36QX14,36294,O0FU3F3BH5M72C,2016-06-16 03:01:10.850000000,1806740575
287,Andres920,-1619834012,SKOJ5U4D7UFOCWEYOC,-1632638048,48,,24133,IXOF1S,1994-10-27 00:29:03.880000000,1817177234
288,Jayson558,-1428717851,SVYFCSVKBXQU,-1541015215,57,Z57R32G48M0WM5,10945,7ACMUKMZPB,1993-02-19 18:14:01.530000000,-577681992
289,Aimee938,586265889,HZVXLEWA3B8,407679241,60,6JEQI,64590,W4,1998-06-28 21:18:05.100000000,-349424422
290,Faith335,244065450,DW,-14896877,30,GVCCJZ4N5J3,99831,YYGRPRK1PHXUY,2010-12-29 04:31:38.320000000,1644490121
291,Judith46,-2081419808,KLHO,-2037742758,39,5BVMAD1786,16098,YHSUI6S4IHKJOI,2005-11-23 23:27:30.090000000,1786228281
292,Shirley349,-1025217298,6W,-1212579510,40,ZRTYFJDND,41430,AB67BJZ7OB1,2003-06-14 03:11:17.810000000,-1262573558
293,Alicia67,1312550664,U5BRA9SFGZ07D1H,1167819786,32,TIAVFK2CG32,32161,5,2004-12-23 15:21:57.590000000,822023209
294,Bill041,-959527534,AG3OKPJYV20QG,-1160172398,23,E,14678,VO0MC18I,1963-12-28 03:58:56.920000000,1027736560
295,Alicia67,1791823332,Y8LP0S9NM1AVRWDPFJ3,1717275261,56,TVK91OB7AC,33600,DYKTGZ6632MF6QMNQY9,1961-12-09 23:38:38.130000000,-928790386
296,Byron029,-1955879061,DF38P4LCW792YE1RLN,-1926309763,43,KP1O4RWP1BSLR,79201,IG8MJMSJXCH7R9T8QQ,1966-11-17 00:33:17.080000000,280148610
297,Adriana482,-1244428656,P3NU1DOXNL5MHMCOJ5D0,-1432514605,31,TYU,71290,7H5YVJ6PX,2008-03-02 21:56:45.160000000,-1302971806
298,Kathryn552,-1364431940,7W,-1480039883,54,3G2C,52306,ZL2YEIWQY9T7,1959-10-10 17:49:41.860000000,-1550376615
299,Elton984,703150432,ES8WD,552782965,37,5KZ4MO5M7YIUV,02781,9RKFNWX,1982-11-28 12:21:50.990000000,1499289141
300,Dorothy995,-1207834603,L4S,-1406742601,64,OCB67D519TE7QGF7VA8,43725,W0F2MDIC2DXV5,2013-12-16 22:11:08,-787542201
301,Angelo088,154717395,E0QL1U06XR,-99378795,47,V34NA0WPKM80X,33196,Q,1990-11-20 02:54:53.310000000,905323652
302,David91,-1293307558,LSGMP,-1450438598,46,6,12039,8CQWIRGP0VV7,1958-08-02 19:03:12.990000000,1992508538
303,Carol622,1218389007,M8M4H6WF94,1052317948,63,RAVZ64A6PEY,82321,4ISZ02LMWS5EDV,1991-10-19 09:34:14.190000000,-1794259125
304,Diane326,-41141279,KTZ1,-317212194,65,6028MI,33779,WC,1993-12-28 13:21:38.170000000,-1933425571
305,Aaron337,-997598865,Y7B,-1198642305,43,K7OW6GGGMKEAT9YFL,88755,B056A61V5JP,1982-08-02 16:42:55.720000000,1162336879
306,Angela129,-236316872,Y,-501630696,56,86RSYXV27IKK,94675,RHB1YU4V5V4RCKLH4WKT,1973-05-12 01:17:18.860000000,2027730186
307,Kimberley835,-1647109242,I0PA50T0SANCZV5EXUU,-1672335289,31,EFQL83EPIQNOLB44F8KH,36628,EK65Y7,1980-10-22 14:58:46.850000000,-98438077
308,Hugh790,-970889334,SQ8L3SPRT8ARJJQME,-1173392765,65,DCD,87370,Y5X2XU0N,1988-09-07 19:13:51.990000000,184874171
309,Christy914,305037939,0VM9CHXG06OJAH3S,24716264,19,9Q04,32229,CX1SGBFVEUQLJQ8YVDD,1995-04-04 14:31:48.520000000,-167528302
310,Martha130,890562776,SR36DB26JZVSF5,704389697,62,XV2JZU2NQC7PQF4,66431,4,2011-09-06 14:00:13.420000000,-2112617260
311,Deana64,611101301,0PTYIJDRO,450070018,25,CMRXSAZ2712CTZDDK9,46723,0M,1985-09-30 08:01:08.910000000,-2013201742
312,Lora265,-2100294208,RJ2AYTO,-2071401393,24,SL2B,30678,X0Y2UHJYFS,2008-07-30 00:47:02.600000000,-825198064
313,Christine356,-1517691391,8YUA1,-1581036449,46,1RI8A4MW9NW387H,91549,,2004-01-08 06:20:36.140000000,704026401
314,Manuel784,-1954914682,KK2SH1N,-1924301728,36,W0CYRPU,40882,1725AQ4H0,2002-01-15 10:47:46.390000000,96948362
315,Damon130,-1283591517,14JLN4ARE,-1445271596,33,ZT4GN,57440,EO31HNQYGWE9,1979-07-06 00:20:43.610000000,1002022238
316,Antoine134,-1639305582,EILRZWL66166OPN6DYGL,-1656136033,36,JABIV0SRS2E635,29587,BGTJC6N4Y,1983-12-06 12:58:40.860000000,-935840243
317,Rudy640,-1644553773,NZ7IXQC6JGHKUVI,-1671688847,65,95DS4WKPCHBWR9H068X,56383,FU5ARU5W4HILAYS,1982-10-31 21:23:13.370000000,-485856119
318,Carmen131,-869434314,SL66BULDUGUXGQCASRRJ,-1113425745,64,MSPBGV48AKLMPOPNQO,26462,,1963-05-13 04:01:53.790000000,1622165246
319,Maurice687,-1696980644,91580MLPMUT4,-1754310792,35,FYKY1J30I,62629,7G,2004-01-24 03:40:48.930000000,-1121398869
320,Joyce61,1307992895,LC9EXSDTNHWFPT46R2,1167184434,50,28X50FGF2B8RCF,86446,24RNRPH7RBDAGE,1996-12-16 13:35:01.380000000,-2019457970
321,Melisa361,-1100025086,ZNIJ0XB70O7M0SB5Z0,-1289847013,30,VP72,09975,7BDY4B0,2009-02-16 10:13:27.850000000,881260792
322,Billie137,-1464045528,TZ5KMK9TATGI,-1566000613,49,T9HQH61UO,00338,S1Q6UQCAFNM7B3I,1961-07-11 05:19:18.790000000,1038685039
323,Sherry637,-2110440601,RP,-2078760829,24,CVMX,86795,2DX4T484V,1978-08-13 20:23:13.480000000,1830905945
324,Alexis936,-218458796,H2T9HMKC5FVVMDN46,-478542248,33,COHO898OC9OL565U,89567,LOI9C01UYM1JMG,1973-05-26 05:11:47.930000000,-1655662700
325,Traci475,-1757132113,94T2WYR40DJ6,-1782547067,47,X,29940,1XMT7B4TTWQD,1963-04-14 15:28:34.580000000,-153760770
326,Dianna09,-995474678,UANT35RW6ESE6,-1188006545,59,,71087,GO,1972-05-26 04:52:04.340000000,1556255911
327,Marcia494,1388727981,E6W6BC,1272418351,23,SQ7NUDMQ9Z,95146,LAJ5,1978-08-10 23:02:33.160000000,1142449297
328,Kendrick031,141488027,ILBE5UIDM6,-122147867,58,4F7F77IU9LL4,43334,R6BM6H,2014-02-05 18:09:46.820000000,763989894
329,Teri364,1928601091,Z30K,1872383494,38,TKWNJXGXOFF,39086,VIIQHPS6MAOZHVPCLM,2016-12-29 16:06:29.020000000,577698828
330,Tonia093,-1313961318,,-1458569294,27,GUUVNHED,03214,DATF82BQ9RB71UZXBD,2007-10-02 23:52:20.110000000,-999746535
331,Gavin482,1915806789,JZEH2Q0OQ,1839573175,59,K6,95025,W6OI6BMKNT2UPZ13T12A,2013-04-20 02:28:12.050000000,-651728483
332,Garry930,1501637464,DX378UVCPBFYB9J,1377376329,58,R,39839,6ZIEA3,1964-11-18 20:46:08.900000000,1764471407
333,Deana920,-1871540279,70F3PT7CM,-1872297012,33,M,43332,5HXDYLQ,2012-08-29 09:31:41.300000000,2133652364
334,David454,-163758627,XZFUAQEL5GJZK,-390386862,52,3PW7LRUAGY7B,49561,,1978-01-17 05:28:55.500000000,-1997860385
335,Ana09,1480546123,7NVN4LO4YHI08NKJPQ,1360839111,59,GG0RTRDOZ,19437,RN4LIN,1958-01-17 09:51:43.960000000,-1456218480
336,Alexis936,-552968161,VWVWV1OJ,-801619766,59,46RK8DYW,18155,7,1985-03-27 00:31:27.590000000,1603283612
337,Randy313,238584525,4218F,-28939336,65,B1TYI80,02760,L,1985-10-15 01:03:45.420000000,-1735885233
338,Eli478,-796229874,V1YK70OS1YB9IR,-1042103068,28,0JEOA2,50903,0Q6W83BP753V70F6,2016-07-13 06:49:28.100000000,1672908743
339,Angelique372,-299396667,LQSEP8BRZMG2Y0VGALXR,-565745165,37,F46,36086,OW,1999-06-16 03:26:25.160000000,1883933458
340,Ben835,-398009651,L5IK63TYJ,-690001462,29,Y59P43S0U7LXH2K0G,92391,82E1EYP5I2BHPVMEB1,1962-12-02 11:03:12.120000000,-1585497383
341,Rocky749,-293731278,6ROJ,-555599203,61,HHJS1D5,29241,V91RJOSWL3H1I1IYX,1988-08-25 12:02:24,-544460754
342,Jaime26,709223911,8UP1JAYYRYQS6,557625637,48,XU3W447T,88722,4I9D664UM6CD0,1959-02-19 05:15:11.890000000,1324781526
343,Dan867,455059723,1OK0IZL9UJ,227188513,55,G,68811,UI,2016-11-17 03:42:13.020000000,1592609159
344,Antoine667,1837203344,HSGUAA9GJ7GVV78N7,1758905980,63,CPVQ86IEMWMP2DSMPM54,10529,T7BUDM13211SG6WP27IV,2005-10-22 07:17:51.680000000,-246875862
345,Nina959,1768511931,LFANH,1684821823,22,K,33256,3UMO2LK72M,1978-03-31 20:30:29.410000000,-250792241
346,Andre38,-824096361,3LR6JQZ06W,-1052979677,32,5YWX2HPO4,61013,00OQLHQW7935325ZF,2016-04-25 22:40:27.490000000,-1953116211
347,Ron312,807199102,IH3HNHCN9LTOS9CEI83,627717490,59,Z4XLQBLJYIOB41ICHH,20881,YNCMJQ,2018-06-05 20:50:41.670000000,-706537737
348,Heath152,-615515988,UBZ,-856943560,62,SC4S5QRB8FXW7HL29,41402,P5B0HW0FVRGI,1955-12-10 04:34:11.190000000,1569101531
349,Gena153,-662447826,OJ2WS,-918500654,55,0Y,68128,3LGMN7ZPJMWL5J4YU,2003-06-24 03:38:13.310000000,791738799
350,Frederick061,-731415551,FOY5Q639XYY07W9W,-971771153,38,JKX1UUTVFQZ8IB,10001,GYCWBFVQD3P7A,1997-01-03 10:39:57.270000000,20612706
351,Tony837,-1371202831,,-1497091832,44,UCRV,82246,H8KC7P,2003-01-16 03:10:03.710000000,-93539024
352,Paul196,1741763087,7,1673597767,32,,95478,,1997-10-22 17:54:51.370000000,1063336894
353,Ana594,-869434314,GR3276ICS4FFV,-1113425745,36,,23997,QO5JEECCWH1EZ,1974-09-16 14:08:52.930000000,1517377813
354,Dianna09,-2091876956,54PMJ5A8B5WU43HRK4PF,-2069110474,52,,62149,T790RXTWZ,2004-12-11 22:46:49.610000000,303028005
355,Kristian895,1924073615,OLWX,1853352937,52,31MHTJY9GGJV8,14209,C64WYRQ4E47OQS,1957-10-31 11:57:40.150000000,855431211
356,Casey160,-907057917,ORHTII55Q,-1146781307,63,6QBV,01900,HD1786VPXFD36Y1ITOU7,1982-05-12 21:35:34.520000000,393738988
357,Eugene229,-1173911279,7CE127GY5D2EU1KAQ,-1370657757,40,G,30420,AGD4QW0VC5GH09JS,1998-12-19 22:39:59.510000000,1285575124
358,Kyle465,-688010073,9HJTOZHIRHMD,-942991616,48,PXO,28019,R4GH7G,1971-05-27 04:22:26.250000000,-1197158570
359,Karen026,-1283591517,YCCK7Q,-1445271596,35,6T8W45,11214,NK6DLEZW,1983-09-16 21:53:03.580000000,1277585393
360,Rickey299,-1169064336,DK7MQKG,-1355464470,50,,73353,S6XN2IAV,1963-03-10 11:50:51.380000000,-715829944
361,Chandra173,-1532815573,WG88SPW8LENEJJF,-1589510669,51,6GWFD1AW59IPN2,89507,KAX,2013-10-01 02:14:45.710000000,391529168
362,Krista351,422051756,,200223009,38,,01206,6OHQ4XPQ,1985-09-15 20:49:00.040000000,980347348
363,Ebony111,1741348905,SO41IGCJ21O9W2,1663205734,44,MG01JJD,34231,2ZSG5,1990-09-09 03:07:22.970000000,2143393865
364,Daphne263,-1639914059,J8LB9DLZ14Q6JC3U59,-1666650399,58,YSMPQCCBJJ2AAAXUNK,79478,MAY5J,2006-07-02 14:39:28.410000000,2049673590
365,Faith335,1139812315,YVC7EZWOPO8ZOB,934388106,20,GFZ13UK,18713,83,2017-05-18 11:32:01.380000000,470169359
366,Josh798,1270966321,VBX4PX6P2,1117114263,33,N5YRM3THKEL5SX,47633,4N9UKMM6,1973-11-12 11:15:00.010000000,-812736381
367,Mathew565,-794579967,R,-1037022195,57,530ODBI5DZVXNZQJV,11120,2EIVU91,2014-11-30 15:15:21.300000000,-797803932
